,x,y,headways_mean,unique_route_id
gen:23001:696:1:50_zürcher_verkehrsverbund,8.39038153583122,47.3114400246468,2.3076923076923075,61-215-P-j19-1_zürcher_verkehrsverbund
gen:23001:696:1:50_zürcher_verkehrsverbund,8.39038153583122,47.3114400246468,2.3076923076923075,61-245-P-j19-1_zürcher_verkehrsverbund
gen:23001:696:1:51_zürcher_verkehrsverbund,8.390651030416489,47.3114461153401,2.2070422535211267,61-215-P-j19-1_zürcher_verkehrsverbund
gen:23001:696:1:51_zürcher_verkehrsverbund,8.390651030416489,47.3114461153401,2.356923076923077,61-245-P-j19-1_zürcher_verkehrsverbund
gen:23001:7021:1:50_zürcher_verkehrsverbund,8.37611628911741,47.4163332034833,5.288235294117647,7-303-P-j19-1_zürcher_verkehrsverbund
gen:23001:7021:1:51_zürcher_verkehrsverbund,8.37598154182478,47.4167708605073,5.1171428571428565,7-303-P-j19-1_zürcher_verkehrsverbund
gen:23001:729:1:51_zürcher_verkehrsverbund,8.39321122897659,47.394470038639405,29.839999999999996,7-305-P-j19-1_zürcher_verkehrsverbund
gen:23001:729:1:51_zürcher_verkehrsverbund,8.39321122897659,47.394470038639405,,7-315-P-j19-1_zürcher_verkehrsverbund
gen:23001:757:1:50_zürcher_verkehrsverbund,8.380347354106199,47.394433551915995,30.419999999999998,7-305-P-j19-1_zürcher_verkehrsverbund
gen:23001:757:1:51_zürcher_verkehrsverbund,8.38043718563463,47.3941781441443,30.0,7-305-P-j19-1_zürcher_verkehrsverbund
gen:23001:757:1:51_zürcher_verkehrsverbund,8.38043718563463,47.3941781441443,,7-315-P-j19-1_zürcher_verkehrsverbund
gen:23016:1025:1:50_zürcher_verkehrsverbund,8.8267561514587,47.2271813005244,30.0,42-992-P-j19-1_zürcher_verkehrsverbund
gen:23016:1025:1:51_zürcher_verkehrsverbund,8.82828328744192,47.2262052279365,30.0,42-992-P-j19-1_zürcher_verkehrsverbund
gen:23016:112:1:50_zürcher_verkehrsverbund,8.83876662680905,47.2338181174687,13.636363636363637,42-993-P-j19-1_zürcher_verkehrsverbund
gen:23016:112:1:51_zürcher_verkehrsverbund,8.83868577843347,47.2338364163665,30.0,42-993-P-j19-1_zürcher_verkehrsverbund
gen:23016:1380:1:50_zürcher_verkehrsverbund,8.8173597735855,47.238526825429204,11.538461538461538,41-885-P-j19-1_zürcher_verkehrsverbund
gen:23016:1380:1:50_zürcher_verkehrsverbund,8.8173597735855,47.238526825429204,18.333333333333332,42-994-P-j19-1_zürcher_verkehrsverbund
