,osmid,geometry
261158762,261158762,POINT (-87.678157 41.7118941)
261158764,261158764,POINT (-87.67936330000001 41.7118733)
261158765,261158765,POINT (-87.68058480000001 41.7118518)
261158766,261158766,POINT (-87.6817793 41.7118619)
261158777,261158777,POINT (-87.6514792 41.7122796)
261158784,261158784,POINT (-87.6441945 41.7123692)
261158790,261158790,POINT (-87.6369217 41.7124621)
261158792,261158792,POINT (-87.63569099999999 41.7124779)
261158793,261158793,POINT (-87.6337351 41.7125028)
261158789,261158789,POINT (-87.639329 41.7124316)
261158801,261158801,POINT (-87.6879716 41.71179)
2196305817,2196305817,POINT (-87.7002446 41.9885737)
261158802,261158802,POINT (-87.6891995 41.711778)
261158804,261158804,POINT (-87.69043480000001 41.7117586)
537982878,537982878,POINT (-87.62314019999999 41.8237623)
537982891,537982891,POINT (-87.6215486 41.8220192)
537982892,537982892,POINT (-87.6215972 41.8237827)
537982909,537982909,POINT (-87.6206206 41.836555)
537982911,537982911,POINT (-87.61948390000001 41.8383934)
537982918,537982918,POINT (-87.6206378 41.8383788)
537982974,537982974,POINT (-87.65411690000001 41.8434839)
537982973,537982973,POINT (-87.6531671 41.8439543)
261158915,261158915,POINT (-87.75462109999999 41.9770238)
261158916,261158916,POINT (-87.75502210000001 41.9778522)
261158917,261158917,POINT (-87.7553527 41.9799385)
261158918,261158918,POINT (-87.7539597 41.9815032)
261158920,261158920,POINT (-87.75172430000001 41.9840116)
261158921,261158921,POINT (-87.75061220000001 41.9845295)
261158925,261158925,POINT (-87.747089 41.9861295)
261158926,261158926,POINT (-87.74489629999999 41.9871511)
261158927,261158927,POINT (-87.7440989 41.9880952)
261158928,261158928,POINT (-87.7423204 41.9902527)
261158929,261158929,POINT (-87.74099459999999 41.9917911)
261158931,261158931,POINT (-87.73974459999999 41.9933026)
261158947,261158947,POINT (-87.6143867 41.8248099)
261158948,261158948,POINT (-87.61237079999999 41.8248397)
261158949,261158949,POINT (-87.61014369999999 41.824857)
537983015,537983015,POINT (-87.66213399999999 41.8396424)
261158981,261158981,POINT (-87.71531520000001 41.9937984)
261158982,261158982,POINT (-87.71652659999999 41.9937848)
261158983,261158983,POINT (-87.7189599 41.9937578)
261158984,261158984,POINT (-87.72021119999999 41.9937437)
261158985,261158985,POINT (-87.72144470000001 41.9937369)
261158986,261158986,POINT (-87.72392170000001 41.9937241)
261158987,261158987,POINT (-87.72517089999999 41.9937173)
261158988,261158988,POINT (-87.726392 41.9937108)
261158989,261158989,POINT (-87.7276304 41.9937042)
261158993,261158993,POINT (-87.73009190000001 41.9936908)
261158994,261158994,POINT (-87.73130759999999 41.9936871)
261158995,261158995,POINT (-87.73252220000001 41.9937)
261158996,261158996,POINT (-87.7337474 41.9936925)
261158997,261158997,POINT (-87.73495440000001 41.9936908)
261158998,261158998,POINT (-87.7361602 41.9936987)
261159001,261159001,POINT (-87.6547841 41.9945907)
261159006,261159006,POINT (-87.6629078 41.994533)
261159007,261159007,POINT (-87.6641092 41.99452)
261159008,261159008,POINT (-87.6652747 41.9945073)
261159009,261159009,POINT (-87.6677212 41.9944807)
261159011,261159011,POINT (-87.67188760000001 41.9944199)
261159012,261159012,POINT (-87.6733988 41.9943906)
261159013,261159013,POINT (-87.6749011 41.9943614)
261159016,261159016,POINT (-87.6785205 41.994298)
261159017,261159017,POINT (-87.6799298 41.9942737)
261159018,261159018,POINT (-87.6823909 41.9942313)
261159019,261159019,POINT (-87.6848492 41.9941889)
261159020,261159020,POINT (-87.6860843 41.9941676)
261159021,261159021,POINT (-87.68978199999999 41.9941039)
261159022,261159022,POINT (-87.69464960000001 41.9940431)
261159023,261159023,POINT (-87.6970661 41.994013)
261159024,261159024,POINT (-87.699516 41.9939825)
261159025,261159025,POINT (-87.70073120000001 41.9939693)
261159026,261159026,POINT (-87.7019308 41.9939554)
261159027,261159027,POINT (-87.703172 41.9939448)
261159028,261159028,POINT (-87.7043659 41.9939075)
261159029,261159029,POINT (-87.70681279999999 41.9938739)
261159030,261159030,POINT (-87.7080198 41.9938651)
261159031,261159031,POINT (-87.7092535 41.9938579)
261159064,261159064,POINT (-87.70719800000001 41.9666494)
261159066,261159066,POINT (-87.70730210000001 41.9702878)
261159067,261159067,POINT (-87.7057161 41.9119554)
261159068,261159068,POINT (-87.70575940000001 41.9137349)
261159070,261159070,POINT (-87.705235 41.8835471)
261159071,261159071,POINT (-87.7052365 41.8832873)
261159077,261159077,POINT (-87.7061587 41.9302086)
261159078,261159078,POINT (-87.7062047 41.9320477)
261159079,261159079,POINT (-87.70624840000001 41.9338577)
261159081,261159081,POINT (-87.706356 41.937531)
261159086,261159086,POINT (-87.7063589 41.9376994)
261159098,261159098,POINT (-87.7051161 41.8886782)
261159104,261159104,POINT (-87.7052029 41.8919237)
261159105,261159105,POINT (-87.70526580000001 41.8937327)
261159106,261159106,POINT (-87.7053138 41.8955681)
261159108,261159108,POINT (-87.7064683 41.9410499)
261159119,261159119,POINT (-87.7061767 41.9448031)
261159125,261159125,POINT (-87.7069724 41.9453663)
261159129,261159129,POINT (-87.70655600000001 41.9457646)
261159136,261159136,POINT (-87.706639 41.9484665)
261159141,261159141,POINT (-87.7066927 41.9502937)
261159145,261159145,POINT (-87.7067464 41.9521167)
261159152,261159152,POINT (-87.70685570000001 41.9557507)
261159155,261159155,POINT (-87.7069163 41.957569)
261159161,261159161,POINT (-87.70697 41.9593759)
261159171,261159171,POINT (-87.70707659999999 41.9630244)
261159175,261159175,POINT (-87.70713189999999 41.9647188)
261159184,261159184,POINT (-87.7080965 41.9956533)
261159186,261159186,POINT (-87.70824330000001 41.9992368)
261159187,261159187,POINT (-87.7082887 42.0010531)
261159274,261159274,POINT (-87.5945321 41.7605185)
261159275,261159275,POINT (-87.59084900000001 41.7605573)
261159276,261159276,POINT (-87.5896228 41.7605702)
261159277,261159277,POINT (-87.5884164 41.7605829)
261159278,261159278,POINT (-87.58617219999999 41.7606065)
261159280,261159280,POINT (-87.583539 41.7606342)
261159279,261159279,POINT (-87.5857927 41.7606105)
261159281,261159281,POINT (-87.58047259999999 41.7606665)
261159282,261159282,POINT (-87.5792498 41.7606794)
261159283,261159283,POINT (-87.5785853 41.7606864)
261159284,261159284,POINT (-87.57802220000001 41.7606923)
261159285,261159285,POINT (-87.57742349999999 41.7606986)
261159286,261159286,POINT (-87.5700598 41.7607761)
261159287,261159287,POINT (-87.56883860000001 41.760789)
261159288,261159288,POINT (-87.567632 41.7608017)
261159296,261159296,POINT (-87.623192 41.7600915)
261159297,261159297,POINT (-87.62156469999999 41.7601204)
261159298,261159298,POINT (-87.6199888 41.7601485)
261159299,261159299,POINT (-87.61834760000001 41.7601776)
261159300,261159300,POINT (-87.61516520000001 41.7602342)
261159301,261159301,POINT (-87.6139196 41.7602563)
261159302,261159302,POINT (-87.6127207 41.7602776)
261159303,261159303,POINT (-87.6115008 41.7602993)
261159304,261159304,POINT (-87.6091196 41.7603416)
261159305,261159305,POINT (-87.6078796 41.7603637)
261159306,261159306,POINT (-87.6066675 41.7603852)
261159309,261159309,POINT (-87.60543509999999 41.7604071)
261159310,261159310,POINT (-87.6041901 41.7604212)
261159312,261159312,POINT (-87.59692339999999 41.7604985)
261159313,261159313,POINT (-87.59569550000001 41.7605148)
261159335,261159335,POINT (-87.7091119 41.684938)
261257928,261257928,POINT (-87.62230839999999 41.7062793)
261159368,261159368,POINT (-87.6568431 41.8392891)
261159369,261159369,POINT (-87.6607654 41.8431707)
261257930,261257930,POINT (-87.606728 41.7065122)
261883169,261883169,POINT (-87.6507806 41.8791574)
538769884,538769884,POINT (-87.7414144 41.7510015)
734853632,734853632,POINT (-87.74770909999999 41.9689291)
4055955990,4055955990,POINT (-87.8175555 42.0114529)
4334474226,4334474226,POINT (-87.644836 41.784191)
261153754,261153754,POINT (-87.5793704 41.766035)
261153756,261153756,POINT (-87.5781392 41.766047)
261153758,261153758,POINT (-87.57630399999999 41.7660615)
261153759,261153759,POINT (-87.5750815 41.76608)
261153761,261153761,POINT (-87.5697964 41.7663041)
261153766,261153766,POINT (-87.56814660000001 41.7663181)
717290149,717290149,POINT (-87.6520563 41.7140569)
261153769,261153769,POINT (-87.5664453 41.7663351)
261153770,261153770,POINT (-87.5646946 41.7663146)
261153772,261153772,POINT (-87.5613867 41.7662998)
261153773,261153773,POINT (-87.5608455 41.7663074)
2395798293,2395798293,POINT (-87.6154626 41.889546)
538770223,538770223,POINT (-87.7396225 41.7345587)
270859272,270859272,POINT (-87.5809045 41.7924244)
270859273,270859273,POINT (-87.5813785 41.7925902)
261160009,261160009,POINT (-87.7742387 41.9902045)
261160010,261160010,POINT (-87.7742082 41.9921593)
261160013,261160013,POINT (-87.77159949999999 41.898412)
261160014,261160014,POINT (-87.77166200000001 41.9002291)
261160015,261160015,POINT (-87.7717217 41.902055)
261160017,261160017,POINT (-87.77178290000001 41.9038607)
261160018,261160018,POINT (-87.7718467 41.9056845)
261160019,261160019,POINT (-87.7719096 41.9074874)
261160021,261160021,POINT (-87.77311659999999 41.9530903)
261160023,261160023,POINT (-87.7731809 41.9549307)
261160024,261160024,POINT (-87.7732386 41.956749)
261160025,261160025,POINT (-87.7732874 41.9585778)
261160027,261160027,POINT (-87.77335480000001 41.9604002)
261160028,261160028,POINT (-87.7734155 41.9622687)
261160029,261160029,POINT (-87.77347330000001 41.9640542)
261160032,261160032,POINT (-87.7745571 41.9786176)
261160034,261160034,POINT (-87.7744446 41.981108)
261160037,261160037,POINT (-87.7718551 41.9179705)
261160039,261160039,POINT (-87.77191569999999 41.9198836)
261160042,261160042,POINT (-87.7721817 41.9275371)
261160043,261160043,POINT (-87.772244 41.929362)
261160044,261160044,POINT (-87.7723068 41.9311991)
261160047,261160047,POINT (-87.7724935 41.9366658)
261160046,261160046,POINT (-87.7723688 41.93301)
261160050,261160050,POINT (-87.7746473 41.9702885)
261160052,261160052,POINT (-87.7746138 41.9722112)
261160054,261160054,POINT (-87.77452580000001 41.9765693)
261160056,261160056,POINT (-87.77152580000001 41.9111297)
261160058,261160058,POINT (-87.7715567 41.912591)
261160059,261160059,POINT (-87.7715742 41.9129473)
261160060,261160060,POINT (-87.7716319 41.9142896)
261160061,261160061,POINT (-87.77164569999999 41.9147455)
261160165,261160165,POINT (-87.8287663 41.937702)
261160166,261160166,POINT (-87.8288318 41.9393698)
261160168,261160168,POINT (-87.8289748 41.9430114)
261160169,261160169,POINT (-87.8289827 41.9434086)
261160170,261160170,POINT (-87.829043 41.944967)
418446575,418446575,POINT (-87.7417336 41.7802651)
261160174,261160174,POINT (-87.82913430000001 41.9467774)
261160175,261160175,POINT (-87.8292132 41.9486007)
261160177,261160177,POINT (-87.8292905 41.9504139)
261160179,261160179,POINT (-87.8293291 41.9517235)
4698471666,4698471666,POINT (-87.70186820000001 41.6883117)
261160185,261160185,POINT (-87.5919454 41.8078819)
261160186,261160186,POINT (-87.59188039999999 41.8042385)
261160189,261160189,POINT (-87.5918436 41.8024319)
261160190,261160190,POINT (-87.59182439999999 41.8009647)
261160191,261160191,POINT (-87.59178420000001 41.7995073)
261160193,261160193,POINT (-87.5917555 41.7980407)
261160194,261160194,POINT (-87.5917197 41.7965656)
261160195,261160195,POINT (-87.5916998 41.7958301)
261160197,261160197,POINT (-87.5916902 41.7955011)
261160199,261160199,POINT (-87.5906181 41.7514352)
261160201,261160201,POINT (-87.5905295 41.7477911)
261160202,261160202,POINT (-87.5904851 41.7459629)
261160203,261160203,POINT (-87.5904409 41.7441446)
261160205,261160205,POINT (-87.5903964 41.7423158)
261160206,261160206,POINT (-87.5903521 41.7404942)
261160207,261160207,POINT (-87.5903081 41.7386813)
261160209,261160209,POINT (-87.5905262 41.7350307)
261160211,261160211,POINT (-87.5904958 41.7332163)
261160212,261160212,POINT (-87.5904848 41.7322937)
261160213,261160213,POINT (-87.5904491 41.7313828)
261160216,261160216,POINT (-87.59116849999999 41.7732918)
261160217,261160217,POINT (-87.59111969999999 41.7714668)
261160218,261160218,POINT (-87.5910768 41.7696402)
261160220,261160220,POINT (-87.5910408 41.7687425)
261160222,261160222,POINT (-87.5909556 41.7651177)
261160223,261160223,POINT (-87.5909315 41.7642102)
261160225,261160225,POINT (-87.59089109999999 41.7623776)
261160226,261160226,POINT (-87.5907914 41.7587256)
261160229,261160229,POINT (-87.592096 41.7751072)
261160230,261160230,POINT (-87.5916963 41.7769125)
261160232,261160232,POINT (-87.5914472 41.7787666)
261160235,261160235,POINT (-87.59158650000001 41.773288)
261160236,261160236,POINT (-87.5913559 41.7742087)
261160238,261160238,POINT (-87.5911725 41.7751324)
261160239,261160239,POINT (-87.5916684 41.7947624)
261160241,261160241,POINT (-87.5916378 41.7933164)
261160242,261160242,POINT (-87.5915992 41.7914937)
261160243,261160243,POINT (-87.5915121 41.7878569)
261160245,261160245,POINT (-87.5914978 41.78728)
261160246,261160246,POINT (-87.5914798 41.786565)
261160247,261160247,POINT (-87.5914665 41.7860855)
102708202,102708202,POINT (-87.648257 41.9100134)
261160249,261160249,POINT (-87.59143349999999 41.7842096)
261160250,261160250,POINT (-87.59140669999999 41.7833001)
261160251,261160251,POINT (-87.5913898 41.7823868)
261160253,261160253,POINT (-87.5913549 41.7814827)
261160254,261160254,POINT (-87.5915249 41.780569)
102708207,102708207,POINT (-87.6596912 41.9182247)
261160269,261160269,POINT (-87.5904992 41.7174806)
261160272,261160272,POINT (-87.590447 41.7158569)
261160288,261160288,POINT (-87.78089970000001 41.9801693)
261160289,261160289,POINT (-87.78224059999999 41.9809393)
261160290,261160290,POINT (-87.7835278 41.9816472)
261160291,261160291,POINT (-87.7853338 41.9820749)
261160292,261160292,POINT (-87.7877467 41.9820607)
261160294,261160294,POINT (-87.7075418 41.9385418)
261160296,261160296,POINT (-87.67403349999999 41.919493)
261160299,261160299,POINT (-87.7864936 41.9842876)
261160301,261160301,POINT (-87.7876887 41.9849792)
261160302,261160302,POINT (-87.7895237 41.9859876)
261160304,261160304,POINT (-87.79071020000001 41.9866707)
261160305,261160305,POINT (-87.79466909999999 41.9888961)
261160308,261160308,POINT (-87.797096 41.9902755)
261160309,261160309,POINT (-87.79878220000001 41.9912428)
261160311,261160311,POINT (-87.79976379999999 41.991824)
717290870,717290870,POINT (-87.6528977 41.7169938)
261160314,261160314,POINT (-87.799499 41.991273)
261160317,261160317,POINT (-87.81831320000001 42.0023035)
261160318,261160318,POINT (-87.8191685 42.0027874)
261160334,261160334,POINT (-87.753806 41.9658267)
261160335,261160335,POINT (-87.7550408 41.9665268)
261160336,261160336,POINT (-87.75628759999999 41.9672338)
261160337,261160337,POINT (-87.7574506 41.9679074)
261160338,261160338,POINT (-87.75970100000001 41.9692164)
261160342,261160342,POINT (-87.71815650000001 41.9449894)
261160343,261160343,POINT (-87.7185506 41.9455845)
261160347,261160347,POINT (-87.722543 41.9480537)
261160348,261160348,POINT (-87.7236959 41.9487073)
261160349,261160349,POINT (-87.72502540000001 41.9494539)
261160350,261160350,POINT (-87.72608750000001 41.9500661)
261160351,261160351,POINT (-87.7275223 41.950904)
261160352,261160352,POINT (-87.72916789999999 41.9518491)
261160354,261160354,POINT (-87.73080469999999 41.9527593)
261160361,261160361,POINT (-87.71258709999999 41.9424209)
261160363,261160363,POINT (-87.7050775 41.9369984)
261160364,261160364,POINT (-87.8011377 41.9925794)
261160365,261160365,POINT (-87.8032236 41.9937671)
261160366,261160366,POINT (-87.8056122 41.9951074)
261160367,261160367,POINT (-87.8061242 41.9953949)
261160370,261160370,POINT (-87.77214170000001 41.9751021)
261160372,261160372,POINT (-87.80736899999999 41.9954153)
261160373,261160373,POINT (-87.8089614 41.9963098)
261160374,261160374,POINT (-87.8102919 41.9970847)
261160375,261160375,POINT (-87.81201900000001 41.9980275)
261160376,261160376,POINT (-87.81311239999999 41.998648)
261160377,261160377,POINT (-87.81577249999999 42.0001626)
261160378,261160378,POINT (-87.8177183 42.0012566)
261160379,261160379,POINT (-87.8186745 42.0018119)
261160380,261160380,POINT (-87.6927037 41.929722)
261160390,261160390,POINT (-87.82955200000001 41.9739831)
102825447,102825447,POINT (-87.6605404 41.9981909)
736951807,736951807,POINT (-87.62178299999999 41.8900895)
365231640,365231640,POINT (-87.7021179 41.6921778)
1643970101,1643970101,POINT (-87.6479085 41.865897)
368377413,368377413,POINT (-87.6871281 41.7951824)
261160522,261160522,POINT (-87.72670960000001 41.8332402)
261160523,261160523,POINT (-87.7279107 41.8332176)
261160526,261160526,POINT (-87.7327691 41.8331598)
261160531,261160531,POINT (-87.66302779999999 41.8341915)
261160532,261160532,POINT (-87.6643692 41.8341753)
261160533,261160533,POINT (-87.6657136 41.834159)
261160534,261160534,POINT (-87.67047410000001 41.8341013)
261160537,261160537,POINT (-87.67537400000001 41.834042)
261160538,261160538,POINT (-87.6766056 41.8340271)
261160539,261160539,POINT (-87.6778364 41.8340122)
261160546,261160546,POINT (-87.71692880000001 41.8334133)
261160540,261160540,POINT (-87.6790491 41.8339975)
261160548,261160548,POINT (-87.7181638 41.8334032)
261160549,261160549,POINT (-87.7193815 41.8333632)
261160550,261160550,POINT (-87.7205976 41.8333435)
261160551,261160551,POINT (-87.7218317 41.8333296)
261160552,261160552,POINT (-87.7230373 41.8333161)
261160553,261160553,POINT (-87.7242743 41.8333022)
261160561,261160561,POINT (-87.6461956 41.834832)
261160562,261160562,POINT (-87.6471805 41.834817)
261160563,261160563,POINT (-87.64863630000001 41.8348027)
261160565,261160565,POINT (-87.65592150000001 41.8342892)
261160612,261160612,POINT (-87.8312312 41.937655)
261160613,261160613,POINT (-87.8313126 41.9393207)
261160614,261160614,POINT (-87.83142890000001 41.942242)
261160615,261160615,POINT (-87.8314525 41.9429613)
261160616,261160616,POINT (-87.83151580000001 41.9448998)
261160617,261160617,POINT (-87.83158760000001 41.9467121)
261160618,261160618,POINT (-87.8316598 41.948534)
261160619,261160619,POINT (-87.8317318 41.9503513)
261160622,261160622,POINT (-87.64493659999999 41.8560295)
261160626,261160626,POINT (-87.64658660000001 41.8559969)
261160630,261160630,POINT (-87.6482352 41.8560149)
261160635,261160635,POINT (-87.6498909 41.8559875)
261160643,261160643,POINT (-87.65478469999999 41.8559204)
261160644,261160644,POINT (-87.6563666 41.8559016)
261160642,261160642,POINT (-87.6531437 41.8559388)
320405202,320405202,POINT (-87.7034821 41.6978745)
320405227,320405227,POINT (-87.7171654 41.7049066)
320405234,320405234,POINT (-87.7207075 41.7040496)
320405246,320405246,POINT (-87.7170283 41.7004513)
320405281,320405281,POINT (-87.7031619 41.6962671)
261160781,261160781,POINT (-87.70477990000001 41.7935108)
261160782,261160782,POINT (-87.7060061 41.7934892)
261160783,261160783,POINT (-87.707238 41.7934675)
261160784,261160784,POINT (-87.7084589 41.7934459)
261160789,261160789,POINT (-87.7170394 41.7933043)
261160797,261160797,POINT (-87.7268404 41.7931767)
261160798,261160798,POINT (-87.7280638 41.7931659)
261160799,261160799,POINT (-87.72929430000001 41.7931482)
261160800,261160800,POINT (-87.7305211 41.7931348)
261160801,261160801,POINT (-87.73172649999999 41.7931226)
261160802,261160802,POINT (-87.734199 41.7931071)
261160796,261160796,POINT (-87.72561039999999 41.7931885)
2408906597,2408906597,POINT (-87.57980070000001 41.7583757)
261160820,261160820,POINT (-87.7671857 41.7926406)
261160824,261160824,POINT (-87.772069 41.7925404)
261160825,261160825,POINT (-87.7732762 41.7925175)
261160826,261160826,POINT (-87.7744895 41.7924944)
261160827,261160827,POINT (-87.77571709999999 41.7924696)
261160828,261160828,POINT (-87.7769436 41.7924447)
261160829,261160829,POINT (-87.77814360000001 41.7924204)
261160830,261160830,POINT (-87.7793581 41.7923958)
261160832,261160832,POINT (-87.7805783 41.7923327)
261160833,261160833,POINT (-87.7818037 41.7923443)
261160852,261160852,POINT (-87.720412 41.8744481)
261160854,261160854,POINT (-87.7202975 41.8716911)
261160855,261160855,POINT (-87.7202041 41.8689643)
261160857,261160857,POINT (-87.72017270000001 41.8680459)
261160858,261160858,POINT (-87.7201432 41.8671391)
261160859,261160859,POINT (-87.72011639999999 41.8662376)
261160860,261160860,POINT (-87.72006519999999 41.8644025)
261160861,261160861,POINT (-87.72000800000001 41.8630349)
261160863,261160863,POINT (-87.719418 41.8630411)
261160864,261160864,POINT (-87.71947110000001 41.8644101)
261160865,261160865,POINT (-87.719521 41.8662447)
261160866,261160866,POINT (-87.7195451 41.8671471)
261160867,261160867,POINT (-87.7195706 41.8680529)
261160869,261160869,POINT (-87.7196079 41.8689781)
261160870,261160870,POINT (-87.7197108 41.8717196)
261160872,261160872,POINT (-87.7198006 41.8744611)
261160883,261160883,POINT (-87.6631481 42.0004121)
261160884,261160884,POINT (-87.6634679 42.0004075)
261160885,261160885,POINT (-87.6643574 42.000401)
261160886,261160886,POINT (-87.6655817 42.0003929)
261160891,261160891,POINT (-87.6655722 41.999968)
261160894,261160894,POINT (-87.6668014 41.999959)
261160895,261160895,POINT (-87.6680269 41.9999501)
261160896,261160896,POINT (-87.6704352 41.9999439)
261160897,261160897,POINT (-87.671228 41.9999419)
614531011,614531011,POINT (-87.5437695 41.7283517)
261160906,261160906,POINT (-87.6802005 41.9996995)
261160907,261160907,POINT (-87.6826224 41.9996596)
261160908,261160908,POINT (-87.68505039999999 41.9996256)
261160909,261160909,POINT (-87.6862723 41.9996041)
261160910,261160910,POINT (-87.68993740000001 41.9995468)
261160911,261160911,POINT (-87.6948039 41.9994644)
261160912,261160912,POINT (-87.69725099999999 41.999423)
261160913,261160913,POINT (-87.69967680000001 41.9993819)
261160914,261160914,POINT (-87.7009274 41.9993607)
261160915,261160915,POINT (-87.7021199 41.9993405)
261160916,261160916,POINT (-87.7033649 41.9993194)
261160917,261160917,POINT (-87.7045863 41.9992987)
261160918,261160918,POINT (-87.70702350000001 41.9992574)
261160928,261160928,POINT (-87.6750894 42.0005342)
261160929,261160929,POINT (-87.8048874 41.999538)
3273719783,3273719783,POINT (-87.7916826 41.9601177)
728039409,728039409,POINT (-87.6815636 41.8280033)
261160969,261160969,POINT (-87.68056300000001 41.8413013)
261160980,261160980,POINT (-87.70186339999999 41.6865784)
261160982,261160982,POINT (-87.68098019999999 41.6860941)
261160981,261160981,POINT (-87.678786 41.6861314)
261160979,261160979,POINT (-87.7030724 41.6865542)
261160978,261160978,POINT (-87.7055203 41.6865182)
261160986,261160986,POINT (-87.6256535 41.6870988)
261160987,261160987,POINT (-87.6277347 41.6870737)
261160990,261160990,POINT (-87.6313506 41.6870363)
261160991,261160991,POINT (-87.6325492 41.6870212)
261160992,261160992,POINT (-87.6337723 41.6870057)
261160993,261160993,POINT (-87.63495829999999 41.6869907)
261160994,261160994,POINT (-87.63616589999999 41.6869754)
261160995,261160995,POINT (-87.6385817 41.6869449)
261160996,261160996,POINT (-87.63979089999999 41.6869296)
261160997,261160997,POINT (-87.6422647 41.6868983)
261161000,261161000,POINT (-87.68098860000001 41.6863659)
261161001,261161001,POINT (-87.68225169999999 41.6863451)
261161002,261161002,POINT (-87.6834525 41.6863293)
261161003,261161003,POINT (-87.6846816 41.686296)
5289082931,5289082931,POINT (-87.81227 41.9514555)
261161025,261161025,POINT (-87.68712290000001 41.6862843)
261161034,261161034,POINT (-87.6470358 41.6859192)
261161035,261161035,POINT (-87.6458997 41.6857956)
261161069,261161069,POINT (-87.62416140000001 41.8949407)
261154072,261154072,POINT (-87.70938289999999 41.8252447)
261154073,261154073,POINT (-87.7106309 41.8252234)
261154075,261154075,POINT (-87.70203050000001 41.8253733)
261161137,261161137,POINT (-87.84275049999999 41.9737725)
261161138,261161138,POINT (-87.8427756 41.9751274)
261154076,261154076,POINT (-87.70564160000001 41.8252991)
368378050,368378050,POINT (-87.68343659999999 41.7935673)
368378052,368378052,POINT (-87.6822909 41.7938275)
368378054,368378054,POINT (-87.6812944 41.793839)
368378055,368378055,POINT (-87.6822846 41.7934602)
368378056,368378056,POINT (-87.6812844 41.7934701)
261154080,261154080,POINT (-87.6369263 41.8263062)
368378061,368378061,POINT (-87.6799382 41.7938548)
368378062,368378062,POINT (-87.6754945 41.7935358)
261154081,261154081,POINT (-87.6386868 41.8262912)
261154086,261154086,POINT (-87.6476385 41.8265835)
2565144812,2565144812,POINT (-87.6473587 41.8623499)
261154087,261154087,POINT (-87.6492508 41.826564)
261154088,261154088,POINT (-87.65085550000001 41.8265358)
2565144826,2565144826,POINT (-87.6473204 41.8632862)
261154090,261154090,POINT (-87.6898127 41.8256241)
261154091,261154091,POINT (-87.69224389999999 41.8255804)
261310418,261310418,POINT (-87.5979105 41.751356)
5527896464,5527896464,POINT (-87.7017285 42.0192882)
4262003114,4262003114,POINT (-87.6604517 41.7206422)
261161453,261161453,POINT (-87.6958154 41.9194646)
261161455,261161455,POINT (-87.69636300000001 41.9189906)
4262003183,4262003183,POINT (-87.65906680000001 41.720974)
368378458,368378458,POINT (-87.66691489999999 41.7901864)
368378460,368378460,POINT (-87.66578610000001 41.7936465)
368378461,368378461,POINT (-87.66325809999999 41.7902506)
368378467,368378467,POINT (-87.6609322 41.7937088)
256180881,256180881,POINT (-87.66303480000001 41.8392149)
256180892,256180892,POINT (-87.64572920000001 41.8161891)
256180894,256180894,POINT (-87.677115 41.8084938)
256180895,256180895,POINT (-87.68198630000001 41.8084367)
256180896,256180896,POINT (-87.69543 41.8082693)
256180897,256180897,POINT (-87.7075533 41.8080944)
256180900,256180900,POINT (-87.7220782 41.8005822)
4730192546,4730192546,POINT (-87.6602279 41.810486)
4730192557,4730192557,POINT (-87.6655006 41.8304959)
4730192566,4730192566,POINT (-87.6656327 41.830494)
256180938,256180938,POINT (-87.6442057 41.8564024)
256180949,256180949,POINT (-87.6367845 41.8459776)
368378614,368378614,POINT (-87.64636849999999 41.793917)
368378615,368378615,POINT (-87.6451179 41.7924636)
256180990,256180990,POINT (-87.71422920000001 41.8080064)
256180993,256180993,POINT (-87.69248690000001 41.8213226)
256180994,256180994,POINT (-87.6899494 41.8228773)
261161754,261161754,POINT (-87.67372520000001 41.8640769)
261161755,261161755,POINT (-87.6761843 41.8640295)
261161756,261161756,POINT (-87.6810717 41.8639705)
261161766,261161766,POINT (-87.6099842 41.7027969)
261161767,261161767,POINT (-87.608495 41.7028245)
261161768,261161768,POINT (-87.6075603 41.7028446)
261161769,261161769,POINT (-87.6063204 41.7028641)
261161770,261161770,POINT (-87.6038799 41.7029002)
261161794,261161794,POINT (-87.6478745 41.7576774)
261161795,261161795,POINT (-87.6478279 41.75604)
261161796,261161796,POINT (-87.6477247 41.7524119)
261161797,261161797,POINT (-87.6476729 41.7505906)
261161798,261161798,POINT (-87.6476681 41.7504151)
261161799,261161799,POINT (-87.64762639999999 41.7487681)
261161800,261161800,POINT (-87.64750960000001 41.7451294)
261161801,261161801,POINT (-87.6474953 41.7432991)
261161802,261161802,POINT (-87.6474393 41.7414805)
261161803,261161803,POINT (-87.6473608 41.7396488)
261161804,261161804,POINT (-87.6472857 41.7369318)
261161805,261161805,POINT (-87.647257 41.7360294)
261161806,261161806,POINT (-87.64723840000001 41.7342011)
256181076,256181076,POINT (-87.6633475 41.7936764)
261161814,261161814,POINT (-87.6499261 41.8647186)
256181080,256181080,POINT (-87.6779232 41.7935071)
256181083,256181083,POINT (-87.6840649 41.7938759)
261161820,261161820,POINT (-87.64875240000001 41.7924326)
261161821,261161821,POINT (-87.64870620000001 41.7906232)
261161822,261161822,POINT (-87.64865930000001 41.7887952)
261161824,261161824,POINT (-87.6486225 41.7869879)
261161825,261161825,POINT (-87.6485742 41.7851558)
261161828,261161828,POINT (-87.6482401 41.7806605)
256181093,256181093,POINT (-87.6465658 41.8553362)
261161830,261161830,POINT (-87.6493133 41.8296735)
256181097,256181097,POINT (-87.6464831 41.8472159)
261161829,261161829,POINT (-87.64934239999999 41.8307056)
