,osmid,geometry
1459436825,1459436825,POINT (8.5562082 47.4274711)
84491547,84491547,POINT (8.524639199999999 47.3966012)
437009698,437009698,POINT (8.5069745 47.3782433)
94911950,94911950,POINT (8.5494962 47.4121432)
5038554581,5038554581,POINT (8.5442331 47.3793902)
5038554588,5038554588,POINT (8.5442812 47.3796466)
5038554591,5038554591,POINT (8.5441451 47.377039)
1459437019,1459437019,POINT (8.5162095 47.4316185)
1459437020,1459437020,POINT (8.516276100000001 47.4315071)
73219555,73219555,POINT (8.5289383 47.3463934)
1552956916,1552956916,POINT (8.534627499999999 47.3732162)
1552956921,1552956921,POINT (8.5348211 47.3734314)
1552956926,1552956926,POINT (8.5353142 47.3739459)
1459437050,1459437050,POINT (8.543415700000001 47.4325581)
34946562,34946562,POINT (8.5569431 47.3684181)
359611910,359611910,POINT (8.544276099999999 47.4049499)
1552956940,1552956940,POINT (8.5357637 47.3744098)
5183520274,5183520274,POINT (8.5479749 47.3692263)
108215831,108215831,POINT (8.528831200000001 47.4092121)
843791899,843791899,POINT (8.526128 47.3717054)
1552956971,1552956971,POINT (8.5364293 47.3750905)
4969610821,4969610821,POINT (8.603022899999999 47.3646737)
102383187,102383187,POINT (8.546291999999999 47.3861264)
345062996,345062996,POINT (8.562558900000001 47.3645283)
345063000,345063000,POINT (8.5641318 47.3638378)
5218123387,5218123387,POINT (8.516340700000001 47.3366954)
3310042753,3310042753,POINT (8.497342 47.383194)
84491994,84491994,POINT (8.5260231 47.3953789)
84491998,84491998,POINT (8.524285799999999 47.3958448)
84491999,84491999,POINT (8.522700199999999 47.3961876)
94912254,94912254,POINT (8.548790500000001 47.4104236)
2554281730,2554281730,POINT (8.538786 47.3710405)
2554281733,2554281733,POINT (8.538312899999999 47.3723248)
2554281735,2554281735,POINT (8.538581300000001 47.3715825)
2554281739,2554281739,POINT (8.5389008 47.3707308)
2554281748,2554281748,POINT (8.538282000000001 47.3727106)
2554281750,2554281750,POINT (8.5382587 47.3733536)
142622503,142622503,POINT (8.5389534 47.3960848)
638467896,638467896,POINT (8.5168249 47.4130747)
638467898,638467898,POINT (8.5167652 47.4130967)
104283980,104283980,POINT (8.5024484 47.3868351)
156385113,156385113,POINT (8.545137 47.3660851)
5566971742,5566971742,POINT (8.551194499999999 47.3605958)
5293722888,5293722888,POINT (8.554978200000001 47.3650843)
1771585438,1771585438,POINT (8.494597199999999 47.3931528)
113000391,113000391,POINT (8.499475800000001 47.3811438)
256065482,256065482,POINT (8.570203899999999 47.4104844)
43597778,43597778,POINT (8.5338434 47.3643741)
207241195,207241195,POINT (8.5006559 47.4050189)
481443846,481443846,POINT (8.484357299999999 47.378748)
481443850,481443850,POINT (8.4833152 47.3794192)
267468815,267468815,POINT (8.520783700000001 47.3651343)
36257855,36257855,POINT (8.5659194 47.3671259)
36257858,36257858,POINT (8.566403299999999 47.3700948)
36257863,36257863,POINT (8.568637000000001 47.3710969)
1260863627,1260863627,POINT (8.505152000000001 47.3649079)
5283725456,5283725456,POINT (8.5287592 47.3768199)
84492438,84492438,POINT (8.5231782 47.3942395)
84492443,84492443,POINT (8.5194641 47.395156)
150552738,150552738,POINT (8.5765479 47.3484849)
94912688,94912688,POINT (8.547936 47.4112259)
94912689,94912689,POINT (8.5474994 47.4108121)
150880471,150880471,POINT (8.5570874 47.3605896)
152518888,152518888,POINT (8.508248 47.4010611)
152518892,152518892,POINT (8.508888300000001 47.4000311)
142622967,142622967,POINT (8.5397287 47.3956713)
94912759,94912759,POINT (8.5483879 47.4121853)
5050351881,5050351881,POINT (8.572144700000001 47.3577917)
1628127499,1628127499,POINT (8.526032600000001 47.3543969)
1628127501,1628127501,POINT (8.52684 47.3548166)
1628127502,1628127502,POINT (8.526051199999999 47.3548692)
1628127504,1628127504,POINT (8.52617 47.356313)
1628127503,1628127503,POINT (8.5269738 47.3562898)
1628127514,1628127514,POINT (8.526990400000001 47.3565572)
1628127517,1628127517,POINT (8.526994999999999 47.3574032)
1363493148,1363493148,POINT (8.5640261 47.3654324)
1628127526,1628127526,POINT (8.5255235 47.3577928)
1628127529,1628127529,POINT (8.5260842 47.3580873)
1628127539,1628127539,POINT (8.526995299999999 47.3582776)
139673912,139673912,POINT (8.4890566 47.3952325)
139673916,139673916,POINT (8.486195499999999 47.3967202)
113000777,113000777,POINT (8.4988054 47.3814326)
34947401,34947401,POINT (8.5557716 47.367852)
2574598475,2574598475,POINT (8.5456994 47.4272524)
315113809,315113809,POINT (8.5348922 47.3625616)
1628127571,1628127571,POINT (8.525928800000001 47.3590739)
1628127598,1628127598,POINT (8.5268844 47.3591678)
802242930,802242930,POINT (8.5948563 47.3970478)
1628127620,1628127620,POINT (8.527763200000001 47.3592483)
5098324395,5098324395,POINT (8.589005200000001 47.4030966)
3946594774,3946594774,POINT (8.529942699999999 47.3920307)
3946594777,3946594777,POINT (8.530239999999999 47.3920583)
115163606,115163606,POINT (8.5598028 47.3793549)
455623162,455623162,POINT (8.5041118 47.3976078)
455623174,455623174,POINT (8.5032047 47.3980383)
1480606252,1480606252,POINT (8.566933499999999 47.3609296)
517227055,517227055,POINT (8.525471100000001 47.424102)
1511932530,1511932530,POINT (8.5576823 47.4037071)
1628127881,1628127881,POINT (8.5248019 47.3602907)
561201826,561201826,POINT (8.5603713 47.3547093)
315638437,315638437,POINT (8.5343651 47.3634157)
453198500,453198500,POINT (8.592223499999999 47.3654358)
1628127911,1628127911,POINT (8.525718100000001 47.3603622)
2114235,2114235,POINT (8.559903200000001 47.3509847)
1628127933,1628127933,POINT (8.5266634 47.3604277)
2114250,2114250,POINT (8.547310700000001 47.3623973)
2114253,2114253,POINT (8.5461677 47.3642921)
6652969680,6652969680,POINT (8.5172952 47.3395012)
1628127955,1628127955,POINT (8.527317399999999 47.3604758)
2114274,2114274,POINT (8.538815400000001 47.3653902)
1628127987,1628127987,POINT (8.528491499999999 47.3605717)
1628128006,1628128006,POINT (8.5292238 47.360659)
5456937741,5456937741,POINT (8.5483694 47.4059103)
1628128016,1628128016,POINT (8.5244044 47.3606612)
94913324,94913324,POINT (8.5481932 47.4117209)
26886958,26886958,POINT (8.535193400000001 47.3635982)
26886959,26886959,POINT (8.5345602 47.3645321)
26886960,26886960,POINT (8.533519500000001 47.3660241)
1628128055,1628128055,POINT (8.5303509 47.3608392)
26886978,26886978,POINT (8.538016600000001 47.3690166)
1628128077,1628128077,POINT (8.531040300000001 47.3609658)
1628128080,1628128080,POINT (8.531217 47.3609983)
1628128098,1628128098,POINT (8.5315119 47.3610686)
294863734,294863734,POINT (8.484783699999999 47.4099754)
3318825856,3318825856,POINT (8.4843128 47.3735377)
94585735,94585735,POINT (8.536299899999999 47.3882131)
655246220,655246220,POINT (8.5583583 47.4047715)
655246225,655246225,POINT (8.561938899999999 47.4042482)
655246229,655246229,POINT (8.5619187 47.404152)
655246233,655246233,POINT (8.561032000000001 47.4043514)
655246235,655246235,POINT (8.5610245 47.4042344)
513426373,513426373,POINT (8.5082624 47.4266172)
130237383,130237383,POINT (8.548540300000001 47.3876889)
130237385,130237385,POINT (8.5484784 47.3865982)
1581269986,1581269986,POINT (8.528513 47.3612703)
158680095,158680095,POINT (8.534854599999999 47.3704665)
158680097,158680097,POINT (8.536476499999999 47.3694752)
5456938024,5456938024,POINT (8.5588164 47.4094748)
36258871,36258871,POINT (8.5700185 47.3720722)
102384697,102384697,POINT (8.5478139 47.3849351)
102384699,102384699,POINT (8.547827699999999 47.383709)
102384701,102384701,POINT (8.5476118 47.3830716)
102384702,102384702,POINT (8.5475789 47.3820124)
102384703,102384703,POINT (8.5473079 47.3803891)
36258877,36258877,POINT (8.571835399999999 47.3717967)
94913630,94913630,POINT (8.5504915 47.4086182)
365839514,365839514,POINT (8.5392618 47.3879794)
246105245,246105245,POINT (8.539624 47.3924427)
74925225,74925225,POINT (8.5344739 47.3451361)
152519876,152519876,POINT (8.5076933 47.3992417)
158680279,158680279,POINT (8.536083 47.3702267)
158680280,158680280,POINT (8.535692900000001 47.3699349)
94913757,94913757,POINT (8.5482434 47.4075129)
94913760,94913760,POINT (8.5486708 47.408889)
1828996344,1828996344,POINT (8.512112999999999 47.3896581)
130237698,130237698,POINT (8.5504338 47.392527)
1828996359,1828996359,POINT (8.5135986 47.3916391)
3947250957,3947250957,POINT (8.555350499999999 47.3643698)
102384913,102384913,POINT (8.5481528 47.3854521)
30229804,30229804,POINT (8.528575399999999 47.3784467)
1732003122,1732003122,POINT (8.5295199 47.4145347)
3696182577,3696182577,POINT (8.515757799999999 47.3837755)
2280211848,2280211848,POINT (8.5456088 47.378451)
130237862,130237862,POINT (8.5491882 47.3899121)
130237871,130237871,POINT (8.552890400000001 47.3982661)
130237872,130237872,POINT (8.5532488 47.3991812)
4133176776,4133176776,POINT (8.5425615 47.3786413)
1044085653,1044085653,POINT (8.499852600000001 47.3773803)
92489170,92489170,POINT (8.539612099999999 47.3688252)
92489171,92489171,POINT (8.5408279 47.3689929)
94714070,94714070,POINT (8.586941899999999 47.3984178)
30230049,30230049,POINT (8.533814899999999 47.3771688)
5175789128,5175789128,POINT (8.490399 47.3935523)
495339099,495339099,POINT (8.5022672 47.3659506)
495339114,495339114,POINT (8.5020279 47.3665805)
5175789170,5175789170,POINT (8.4827227 47.3955962)
3684320899,3684320899,POINT (8.564459299999999 47.3465431)
3684320900,3684320900,POINT (8.5640342 47.3467169)
36259471,36259471,POINT (8.567869699999999 47.3695197)
43599533,43599533,POINT (8.5338245 47.3655719)
36259527,36259527,POINT (8.5695142 47.3686726)
243746557,243746557,POINT (8.505686799999999 47.4018324)
92489491,92489491,POINT (8.539956200000001 47.3679047)
92489496,92489496,POINT (8.5411182 47.3680633)
92489497,92489497,POINT (8.541800500000001 47.3681126)
36259683,36259683,POINT (8.565236199999999 47.3707614)
94914436,94914436,POINT (8.5613382 47.4082952)
48842693,48842693,POINT (8.543249299999999 47.3796631)
379799495,379799495,POINT (8.559192899999999 47.351733)
48842705,48842705,POINT (8.543729000000001 47.3794586)
62998482,62998482,POINT (8.470563200000001 47.3925466)
48842708,48842708,POINT (8.543629900000001 47.3797792)
84494304,84494304,POINT (8.507023200000001 47.3925808)
94714170,94714170,POINT (8.5865048 47.3985894)
150555733,150555733,POINT (8.5612517 47.3556028)
71321619,71321619,POINT (8.480030599999999 47.3962911)
2028881943,2028881943,POINT (8.498249700000001 47.3816756)
452544550,452544550,POINT (8.5216888 47.3575821)
142100540,142100540,POINT (8.4835174 47.3808999)
150554688,150554688,POINT (8.573396900000001 47.3477065)
348211268,348211268,POINT (8.5286565 47.3713546)
5216159839,5216159839,POINT (8.519326400000001 47.3431405)
5216159855,5216159855,POINT (8.520402499999999 47.3389093)
36259956,36259956,POINT (8.5645685 47.3694523)
135612535,135612535,POINT (8.5478237 47.3921563)
3950528651,3950528651,POINT (8.548573599999999 47.3842208)
408570003,408570003,POINT (8.544853 47.3938811)
408570016,408570016,POINT (8.546879000000001 47.3833304)
152520986,152520986,POINT (8.50765 47.3999965)
942754094,942754094,POINT (8.553470799999999 47.3994799)
156387639,156387639,POINT (8.5443908 47.3669077)
469977401,469977401,POINT (8.528158100000001 47.3718737)
348080460,348080460,POINT (8.5564211 47.4055701)
702302542,702302542,POINT (8.5690574 47.3671015)
348080461,348080461,POINT (8.5567689 47.4057118)
3433711971,3433711971,POINT (8.5622445 47.3776484)
5103372731,5103372731,POINT (8.5306145 47.3430893)
142100928,142100928,POINT (8.4845196 47.3807122)
107104706,107104706,POINT (8.5724739 47.4112456)
73222620,73222620,POINT (8.524553900000001 47.3434747)
73222625,73222625,POINT (8.5213304 47.3438498)
93014521,93014521,POINT (8.5374403 47.3983806)
73222695,73222695,POINT (8.5226171 47.343599)
74926632,74926632,POINT (8.5355875 47.3433703)
108248081,108248081,POINT (8.513628600000001 47.416677)
2698988109,2698988109,POINT (8.522006899999999 47.3623307)
150555282,150555282,POINT (8.565141300000001 47.346456)
1263684250,1263684250,POINT (8.520577100000001 47.3369764)
385239723,385239723,POINT (8.526468400000001 47.3616499)
5041310411,5041310411,POINT (8.4992804 47.3630567)
79973074,79973074,POINT (8.528201899999999 47.3405804)
233327340,233327340,POINT (8.515068599999999 47.3261893)
233327346,233327346,POINT (8.5128506 47.3285939)
411061025,411061025,POINT (8.542016800000001 47.3989846)
79973191,79973191,POINT (8.5301683 47.3406367)
150555479,150555479,POINT (8.560527 47.354562)
73223063,73223063,POINT (8.5235953 47.3433376)
26889117,26889117,POINT (8.537676100000001 47.3701428)
294013873,294013873,POINT (8.516977199999999 47.4007049)
294013874,294013874,POINT (8.518087 47.4014224)
150555576,150555576,POINT (8.560715800000001 47.3543723)
1245662152,1245662152,POINT (8.5475937 47.3821587)
26823632,26823632,POINT (8.5605551 47.3678781)
26823634,26823634,POINT (8.5630405 47.3705444)
26823636,26823636,POINT (8.5616374 47.3695932)
26823641,26823641,POINT (8.5661212 47.3725272)
173493210,173493210,POINT (8.4915056 47.3889697)
173493212,173493212,POINT (8.4919191 47.3899433)
26823643,26823643,POINT (8.5650022 47.3722824)
26823649,26823649,POINT (8.566573500000001 47.3739011)
26823650,26823650,POINT (8.566453599999999 47.373287)
1245662198,1245662198,POINT (8.547568200000001 47.3819078)
60116009,60116009,POINT (8.5276476 47.4180761)
60116010,60116010,POINT (8.5258977 47.4196236)
60116020,60116020,POINT (8.516939900000001 47.4237924)
108219465,108219465,POINT (8.5232773 47.4119717)
108219475,108219475,POINT (8.522619199999999 47.4128125)
1355566170,1355566170,POINT (8.5350939 47.3569512)
1355566173,1355566173,POINT (8.534781000000001 47.357033)
1333939291,1333939291,POINT (8.5491697 47.4097855)
100027499,100027499,POINT (8.543839 47.4263921)
100027507,100027507,POINT (8.5431518 47.4243211)
26823805,26823805,POINT (8.5752232 47.3785445)
36260993,36260993,POINT (8.5650855 47.3708104)
26823824,26823824,POINT (8.5675081 47.3762244)
34952090,34952090,POINT (8.593014800000001 47.3594747)
151342242,151342242,POINT (8.598678700000001 47.3646722)
1333939366,1333939366,POINT (8.5497222 47.4093739)
1333939398,1333939398,POINT (8.5499969 47.4086213)
26823893,26823893,POINT (8.586321399999999 47.3832599)
4916727035,4916727035,POINT (8.511503299999999 47.3832793)
130239752,130239752,POINT (8.553887 47.3989159)
1333939466,1333939466,POINT (8.5498885 47.4095327)
36261149,36261149,POINT (8.563617799999999 47.3673988)
1628130593,1628130593,POINT (8.525822 47.3597395)
1628130598,1628130598,POINT (8.526776 47.3598106)
3981921580,3981921580,POINT (8.5082228 47.3952825)
142101857,142101857,POINT (8.4846059 47.3832181)
248139113,248139113,POINT (8.5702379 47.4034269)
150556048,150556048,POINT (8.5626864 47.3560369)
150556050,150556050,POINT (8.563190000000001 47.3552131)
5690445219,5690445219,POINT (8.592120299999999 47.4071789)
917982636,917982636,POINT (8.545202099999999 47.3675213)
344804791,344804791,POINT (8.577161500000001 47.3846409)
5510745584,5510745584,POINT (8.537336099999999 47.4270013)
5510745587,5510745587,POINT (8.5388036 47.4272608)
94719541,94719541,POINT (8.5210793 47.368627)
94719595,94719595,POINT (8.522167 47.3676127)
5336878810,5336878810,POINT (8.527657100000001 47.3844622)
73682652,73682652,POINT (8.5311922 47.3350697)
173494048,173494048,POINT (8.491303200000001 47.388762)
73223991,73223991,POINT (8.5247052 47.3409556)
2628341567,2628341567,POINT (8.5425206 47.3994113)
29970248,29970248,POINT (8.526019399999999 47.3718113)
29970249,29970249,POINT (8.522242 47.3705909)
29970250,29970250,POINT (8.5203375 47.369719)
36261717,36261717,POINT (8.5637504 47.3662016)
36261718,36261718,POINT (8.565124900000001 47.3655406)
3915992933,3915992933,POINT (8.514117300000001 47.368663)
150556534,150556534,POINT (8.566967500000001 47.3599833)
150556535,150556535,POINT (8.566836800000001 47.3596284)
268390285,268390285,POINT (8.532857699999999 47.3647939)
36261779,36261779,POINT (8.563435699999999 47.3658843)
36261780,36261780,POINT (8.564749000000001 47.3653744)
36261783,36261783,POINT (8.563939100000001 47.3663695)
36261787,36261787,POINT (8.562571399999999 47.3670037)
312233903,312233903,POINT (8.521887 47.3747821)
267276275,267276275,POINT (8.5197018 47.3683028)
267276277,267276277,POINT (8.519776800000001 47.3685028)
267276283,267276283,POINT (8.519667699999999 47.3684803)
267276286,267276286,POINT (8.519911 47.368537)
267276287,267276287,POINT (8.519394999999999 47.3689466)
115167245,115167245,POINT (8.5704426 47.3793021)
319180819,319180819,POINT (8.5547311 47.3692553)
43601942,43601942,POINT (8.536217199999999 47.3640956)
352931890,352931890,POINT (8.489438 47.3690523)
352931894,352931894,POINT (8.4881294 47.3696877)
2282508346,2282508346,POINT (8.523253 47.3387833)
142102595,142102595,POINT (8.4832903 47.3836456)
248139924,248139924,POINT (8.572785100000001 47.399695)
104288418,104288418,POINT (8.4948347 47.376282)
63000744,63000744,POINT (8.4803844 47.3900518)
30036174,30036174,POINT (8.543427700000001 47.3818974)
1731940562,1731940562,POINT (8.5294376 47.3455499)
1731940564,1731940564,POINT (8.5288184 47.3440311)
146624748,146624748,POINT (8.4826871 47.4037983)
352932133,352932133,POINT (8.489525 47.3705696)
352932134,352932134,POINT (8.4883705 47.3699207)
352932135,352932135,POINT (8.489013 47.3702851)
352932136,352932136,POINT (8.4894313 47.3699434)
354636090,354636090,POINT (8.5399198 47.4050507)
982208838,982208838,POINT (8.529979600000001 47.3678541)
73224542,73224542,POINT (8.5276215 47.335069)
256332127,256332127,POINT (8.528120299999999 47.4126752)
256332145,256332145,POINT (8.529117299999999 47.41362)
94720375,94720375,POINT (8.523145700000001 47.3688695)
94720376,94720376,POINT (8.522171500000001 47.3683701)
152523147,152523147,POINT (8.511756999999999 47.3986646)
94720406,94720406,POINT (8.523862599999999 47.3692653)
104288676,104288676,POINT (8.4942247 47.3757281)
104288680,104288680,POINT (8.4921516 47.3758425)
343298477,343298477,POINT (8.6032229 47.3549098)
283458346,283458346,POINT (8.537609399999999 47.3761454)
104288684,104288684,POINT (8.4913828 47.376077)
341135822,341135822,POINT (8.5584706 47.4052904)
1492865493,1492865493,POINT (8.5988148 47.3637087)
3023131108,3023131108,POINT (8.5201364 47.3881353)
885674480,885674480,POINT (8.517586700000001 47.3910635)
352932386,352932386,POINT (8.4855532 47.3725688)
352932388,352932388,POINT (8.4878035 47.3714682)
352932389,352932389,POINT (8.4854532 47.3729551)
1492865571,1492865571,POINT (8.6015388 47.371817)
435180081,435180081,POINT (8.474605800000001 47.4131316)
5137257018,5137257018,POINT (8.530459 47.3406449)
29971008,29971008,POINT (8.4950876 47.3676908)
641815104,641815104,POINT (8.5429434 47.4000014)
641815109,641815109,POINT (8.5439908 47.400587)
1169510988,1169510988,POINT (8.555409600000001 47.3561665)
130175577,130175577,POINT (8.5006396 47.4028788)
3761656412,3761656412,POINT (8.512933800000001 47.3341817)
256332390,256332390,POINT (8.529373 47.414286)
36262513,36262513,POINT (8.5614176 47.3614645)
108221043,108221043,POINT (8.5257071 47.4114088)
108221045,108221045,POINT (8.5241781 47.4105725)
1492865663,1492865663,POINT (8.574190099999999 47.3776034)
130175622,130175622,POINT (8.499780700000001 47.4019358)
344806038,344806038,POINT (8.562337899999999 47.3830669)
102388396,102388396,POINT (8.5451113 47.3885141)
151343801,151343801,POINT (8.5956644 47.3642983)
151343809,151343809,POINT (8.5941264 47.363102)
73224944,73224944,POINT (8.5261359 47.3365248)
147608309,147608309,POINT (8.4952509 47.3760993)
73224951,73224951,POINT (8.5265866 47.33928)
141841147,141841147,POINT (8.510595500000001 47.3625071)
141841148,141841148,POINT (8.5140812 47.3633756)
141841150,141841150,POINT (8.5147791 47.3625431)
130241284,130241284,POINT (8.552479200000001 47.3964975)
177427208,177427208,POINT (8.518258100000001 47.3360259)
4382610188,4382610188,POINT (8.495886499999999 47.4246127)
256070426,256070426,POINT (8.572853 47.4114013)
1492865821,1492865821,POINT (8.5900088 47.383627)
60117790,60117790,POINT (8.511627600000001 47.4247728)
60117793,60117793,POINT (8.509432800000001 47.4256874)
60117794,60117794,POINT (8.5083526 47.4259354)
60117795,60117795,POINT (8.507291499999999 47.4261466)
60117796,60117796,POINT (8.506759799999999 47.4267676)
1492865847,1492865847,POINT (8.5746248 47.3841284)
2261078859,2261078859,POINT (8.527000900000001 47.37847)
299979596,299979596,POINT (8.552024400000001 47.3738451)
130241360,130241360,POINT (8.5545597 47.3983823)
1587565406,1587565406,POINT (8.556174 47.419938)
1587565408,1587565408,POINT (8.556010000000001 47.4200325)
1392792417,1392792417,POINT (8.5742326 47.3810513)
151343966,151343966,POINT (8.5961897 47.3636898)
5044851587,5044851587,POINT (8.570648 47.4113146)
4951135114,4951135114,POINT (8.5039427 47.3682128)
343298955,343298955,POINT (8.5955403 47.3571379)
5044851612,5044851612,POINT (8.5706554 47.4110978)
5044851613,5044851613,POINT (8.570872 47.4111529)
5044851615,5044851615,POINT (8.570961499999999 47.411156)
5044851619,5044851619,POINT (8.569195000000001 47.4105225)
34952093,34952093,POINT (8.585279999999999 47.3583021)
256070565,256070565,POINT (8.5727844 47.4114516)
282874803,282874803,POINT (8.5310863 47.4160491)
104289207,104289207,POINT (8.491005400000001 47.3765156)
104289209,104289209,POINT (8.492543599999999 47.3773747)
36262873,36262873,POINT (8.560272899999999 47.3617821)
36262874,36262874,POINT (8.5608448 47.3616113)
1043944413,1043944413,POINT (8.5342878 47.3878722)
2649445362,2649445362,POINT (8.5843498 47.3745668)
152523784,152523784,POINT (8.5119664 47.3983121)
152523781,152523781,POINT (8.514400500000001 47.3984763)
344806409,344806409,POINT (8.5583493 47.3784776)
344806411,344806411,POINT (8.557931699999999 47.379345)
130241573,130241573,POINT (8.551289799999999 47.3929961)
130241575,130241575,POINT (8.5520383 47.3931868)
1841321029,1841321029,POINT (8.5295538 47.3268705)
262296664,262296664,POINT (8.530271900000001 47.3280058)
34952278,34952278,POINT (8.568434999999999 47.3636818)
177427551,177427551,POINT (8.5161894 47.3395607)
102388841,102388841,POINT (8.543879 47.389149)
78206053,78206053,POINT (8.5466388 47.4138102)
177427559,177427559,POINT (8.5169757 47.3375045)
1492866153,1492866153,POINT (8.5939842 47.3966019)
2321896569,2321896569,POINT (8.482053000000001 47.4119282)
141841539,141841539,POINT (8.5113561 47.3616694)
1492866190,1492866190,POINT (8.5945562 47.3972233)
1492866191,1492866191,POINT (8.5922091 47.3974166)
112350368,112350368,POINT (8.5235833 47.3947513)
754537631,754537631,POINT (8.563423800000001 47.3613373)
1492866207,1492866207,POINT (8.5914199 47.3984308)
112350372,112350372,POINT (8.5221357 47.3951504)
754537636,754537636,POINT (8.5632248 47.3607541)
112350382,112350382,POINT (8.5161061 47.3961951)
524768429,524768429,POINT (8.496860099999999 47.4242804)
104289455,104289455,POINT (8.489366199999999 47.3754656)
524768432,524768432,POINT (8.4977254 47.4256708)
890983601,890983601,POINT (8.5277786 47.3733217)
524768434,524768434,POINT (8.5044208 47.4206058)
1492866241,1492866241,POINT (8.5712458 47.4036992)
1492866249,1492866249,POINT (8.569521200000001 47.4039136)
2317505760,2317505760,POINT (8.4775057 47.3856707)
71324897,71324897,POINT (8.498873100000001 47.3933897)
2844153083,2844153083,POINT (8.5352617 47.3625746)
4963456272,4963456272,POINT (8.5322952 47.3658556)
4963456270,4963456270,POINT (8.5316166 47.3653223)
4963456273,4963456273,POINT (8.5321809 47.3658428)
4963456277,4963456277,POINT (8.5321037 47.3657695)
4963456279,4963456279,POINT (8.5322982 47.3659706)
4963456276,4963456276,POINT (8.5316519 47.3653542)
73225517,73225517,POINT (8.528612900000001 47.3396551)
73225520,73225520,POINT (8.524731299999999 47.3389269)
2317505846,2317505846,POINT (8.4807092 47.3876024)
103830849,103830849,POINT (8.5297862 47.3848344)
3829552470,3829552470,POINT (8.544303599999999 47.3794602)
3829552472,3829552472,POINT (8.544468 47.3794969)
3829552477,3829552477,POINT (8.5441734 47.3797606)
151344533,151344533,POINT (8.5953216 47.3571433)
778655161,778655161,POINT (8.5243907 47.4106722)
778655164,778655164,POINT (8.5203808 47.4145852)
29971957,29971957,POINT (8.529970199999999 47.3399454)
29971963,29971963,POINT (8.5300981 47.343845)
1829787138,1829787138,POINT (8.5318811 47.367813)
29971971,29971971,POINT (8.5319652 47.3513248)
1829787142,1829787142,POINT (8.532552900000001 47.3680442)
103831094,103831094,POINT (8.529140399999999 47.3853185)
71325243,71325243,POINT (8.50231 47.3937432)
34166351,34166351,POINT (8.5283655 47.3556046)
5370500715,5370500715,POINT (8.5253216 47.4111878)
5336880753,5336880753,POINT (8.5272582 47.387724)
5336880755,5336880755,POINT (8.5268338 47.3877264)
1768969847,1768969847,POINT (8.498453 47.358061)
34166386,34166386,POINT (8.529125499999999 47.3515559)
1204180604,1204180604,POINT (8.5103785 47.3834401)
1204180605,1204180605,POINT (8.509142900000001 47.3844992)
4971976333,4971976333,POINT (8.5256057 47.3722513)
6497588875,6497588875,POINT (8.561868 47.4052273)
4971976340,4971976340,POINT (8.524387600000001 47.3718809)
108222097,108222097,POINT (8.522128800000001 47.4111506)
108222104,108222104,POINT (8.523270200000001 47.4105709)
108222106,108222106,POINT (8.5239329 47.4108657)
27481777,27481777,POINT (8.5311345 47.3849877)
80041651,80041651,POINT (8.5498195 47.3560642)
100030132,100030132,POINT (8.518694500000001 47.4281869)
80041652,80041652,POINT (8.551293599999999 47.3566305)
27481783,27481783,POINT (8.532095 47.3842736)
27481784,27481784,POINT (8.533251699999999 47.3834161)
27481785,27481785,POINT (8.534546199999999 47.3824563)
130242234,130242234,POINT (8.546111700000001 47.3914325)
27481786,27481786,POINT (8.5359034 47.3814469)
27481787,27481787,POINT (8.537864000000001 47.3802589)
130242238,130242238,POINT (8.5470492 47.3894761)
130242239,130242239,POINT (8.547060999999999 47.3894537)
130242240,130242240,POINT (8.547843800000001 47.3880582)
27481793,27481793,POINT (8.5312544 47.3842876)
29382350,29382350,POINT (8.504184499999999 47.4047493)
29382353,29382353,POINT (8.5035455 47.4043924)
102389459,102389459,POINT (8.544067200000001 47.3892172)
29382359,29382359,POINT (8.503273200000001 47.4038108)
29382362,29382362,POINT (8.4998925 47.4029266)
29382366,29382366,POINT (8.499357 47.402324)
103831287,103831287,POINT (8.528409699999999 47.3843052)
29382393,29382393,POINT (8.4992719 47.4020456)
29382394,29382394,POINT (8.497766800000001 47.4020354)
29382395,29382395,POINT (8.523494700000001 47.3924487)
27481852,27481852,POINT (8.5470579 47.3791989)
29382406,29382406,POINT (8.525863899999999 47.3872848)
29382407,29382407,POINT (8.5248803 47.3859373)
29382411,29382411,POINT (8.527030099999999 47.3849605)
27481860,27481860,POINT (8.547287900000001 47.3771218)
29382416,29382416,POINT (8.5344236 47.3805635)
29382417,29382417,POINT (8.5304313 47.3833093)
29382418,29382418,POINT (8.526422500000001 47.3852226)
27481908,27481908,POINT (8.5402574 47.3701228)
27481920,27481920,POINT (8.539389999999999 47.3695801)
104290114,104290114,POINT (8.4948225 47.3753436)
60118877,60118877,POINT (8.508733100000001 47.4248278)
60118881,60118881,POINT (8.510062599999999 47.4218987)
60118888,60118888,POINT (8.518466999999999 47.4152568)
504649579,504649579,POINT (8.5470729 47.384448)
60118889,60118889,POINT (8.5187755 47.4150798)
60118892,60118892,POINT (8.5254127 47.4163972)
60118893,60118893,POINT (8.5279013 47.4162289)
60118894,60118894,POINT (8.5269862 47.4134618)
141842298,141842298,POINT (8.510260199999999 47.362899)
141842311,141842311,POINT (8.517752 47.3615827)
27481996,27481996,POINT (8.5538744 47.3657549)
256333710,256333710,POINT (8.527094200000001 47.412913)
139483033,139483033,POINT (8.483877700000001 47.3915533)
1597527975,1597527975,POINT (8.512483700000001 47.3719217)
84498346,84498346,POINT (8.5097858 47.3543945)
84498354,84498354,POINT (8.510177499999999 47.356397)
