node_id,x,y,unique_agency_id,route_type,stop_id,stop_name,parent_station,location_type,net_type
gen:23026:3447:5:81_zürcher_verkehrsverbund,8.54788315461782,47.4137801316761,zürcher_verkehrsverbund,3.0,gen:23026:3447:5:81,"Zürich, Bahnhof Oerlikon Ost",Parent3447,,transit
gen:23026:3449:1:20_zürcher_verkehrsverbund,8.53569301621062,47.413093212653294,zürcher_verkehrsverbund,3.0,gen:23026:3449:1:20,"Zürich, Birchstrasse",,,transit
gen:23026:3449:1:21_zürcher_verkehrsverbund,8.53595352764305,47.413008107017795,zürcher_verkehrsverbund,3.0,gen:23026:3449:1:21,"Zürich, Birchstrasse",,,transit
gen:23026:3450:1:20_zürcher_verkehrsverbund,8.53118347348371,47.413451870606,zürcher_verkehrsverbund,3.0,gen:23026:3450:1:20,"Zürich, Chaletweg",,,transit
gen:23026:3450:1:21_zürcher_verkehrsverbund,8.53122838924792,47.413318134027904,zürcher_verkehrsverbund,3.0,gen:23026:3450:1:21,"Zürich, Chaletweg",,,transit
gen:23026:3451:1:20_zürcher_verkehrsverbund,8.5265032508528,47.4140050501168,zürcher_verkehrsverbund,3.0,gen:23026:3451:1:20,"Zürich, Mötteliweg",,,transit
gen:23026:3451:1:21_zürcher_verkehrsverbund,8.52647630139427,47.413919945954895,zürcher_verkehrsverbund,3.0,gen:23026:3451:1:21,"Zürich, Mötteliweg",,,transit
gen:23026:3453:1:0_zürcher_verkehrsverbund,8.51555278753785,47.388966339042504,zürcher_verkehrsverbund,0.0,gen:23026:3453:1:0,"Zürich, Technopark",Parent3453,,transit
gen:23026:3453:1:1_zürcher_verkehrsverbund,8.51506769728436,47.389160954797404,zürcher_verkehrsverbund,0.0,gen:23026:3453:1:1,"Zürich, Technopark",Parent3453,,transit
gen:23026:3457:1:20_zürcher_verkehrsverbund,8.509552041439099,47.41392602482821,zürcher_verkehrsverbund,3.0,gen:23026:3457:1:20,"Zürich, Lerchenrain",,,transit
gen:23026:3457:1:21_zürcher_verkehrsverbund,8.50939932784078,47.414734508719796,zürcher_verkehrsverbund,3.0,gen:23026:3457:1:21,"Zürich, Lerchenrain",,,transit
gen:23026:3458:1:20_zürcher_verkehrsverbund,8.50702777549037,47.4160961377432,zürcher_verkehrsverbund,3.0,gen:23026:3458:1:20,"Zürich, Schauenberg",,,transit
gen:23026:3458:1:21_zürcher_verkehrsverbund,8.50688404504489,47.416260260292304,zürcher_verkehrsverbund,3.0,gen:23026:3458:1:21,"Zürich, Schauenberg",,,transit
gen:23026:3459:1:50_zürcher_verkehrsverbund,8.46720545893981,47.4346448252663,zürcher_verkehrsverbund,3.0,gen:23026:3459:1:50,"Regensdorf, Altersheim",,,transit
gen:23026:3459:1:51_zürcher_verkehrsverbund,8.46733122307961,47.434498989524,zürcher_verkehrsverbund,3.0,gen:23026:3459:1:51,"Regensdorf, Altersheim",,,transit
gen:23026:3466:1:10_zürcher_verkehrsverbund,8.562876036711861,47.362869158379794,zürcher_verkehrsverbund,3.0,gen:23026:3466:1:10,"Zürich, Freiestrasse",,,transit
gen:23026:3466:1:11_zürcher_verkehrsverbund,8.56273230626638,47.362881327907,zürcher_verkehrsverbund,3.0,gen:23026:3466:1:11,"Zürich, Freiestrasse",,,transit
gen:23026:3467:1:50_zürcher_verkehrsverbund,8.62460826304515,47.3592060031219,zürcher_verkehrsverbund,3.0,gen:23026:3467:1:50,"Binz bei Maur, Fridlimatt",Parent3467,,transit
gen:23026:3467:1:51_zürcher_verkehrsverbund,8.624590296739461,47.35933379188911,zürcher_verkehrsverbund,3.0,gen:23026:3467:1:51,"Binz bei Maur, Fridlimatt",Parent3467,,transit
gen:23026:3469:1:80_zürcher_verkehrsverbund,8.56169026053665,47.373212243506096,zürcher_verkehrsverbund,3.0,gen:23026:3469:1:80,"Zürich, Hofstrasse",Parent3469,,transit
gen:23026:3469:1:81_zürcher_verkehrsverbund,8.56259755897374,47.372932398489,zürcher_verkehrsverbund,3.0,gen:23026:3469:1:81,"Zürich, Hofstrasse",Parent3469,,transit
gen:23026:3470:1:80_zürcher_verkehrsverbund,8.56512182492247,47.36644687844171,zürcher_verkehrsverbund,3.0,gen:23026:3470:1:80,"Zürich, Hölderlinsteig",Parent3470,,transit
gen:23026:3470:1:81_zürcher_verkehrsverbund,8.56470859989172,47.3672439224786,zürcher_verkehrsverbund,3.0,gen:23026:3470:1:81,"Zürich, Hölderlinsteig",Parent3470,,transit
gen:23026:3477:1:50_zürcher_verkehrsverbund,8.53540555531966,47.3597171563338,zürcher_verkehrsverbund,3.0,gen:23026:3477:1:50,"Zürich, Schweizer Rück",Parent3477,,transit
gen:23026:3477:1:51_zürcher_verkehrsverbund,8.53548640369524,47.3598266885207,zürcher_verkehrsverbund,3.0,gen:23026:3477:1:51,"Zürich, Schweizer Rück",Parent3477,,transit
gen:23026:3478:1:50_zürcher_verkehrsverbund,8.6166402064739,47.39704228897121,zürcher_verkehrsverbund,3.0,gen:23026:3478:1:50,"Dübendorf, City Center",,,transit
gen:23026:3478:1:51_zürcher_verkehrsverbund,8.61643359395852,47.3969632382306,zürcher_verkehrsverbund,3.0,gen:23026:3478:1:51,"Dübendorf, City Center",,,transit
gen:23026:3501:1:50_zürcher_verkehrsverbund,8.47011600046076,47.4302270382671,zürcher_verkehrsverbund,3.0,gen:23026:3501:1:50,"Regensdorf, Zentrum Ost",,,transit
gen:23026:3501:1:51_zürcher_verkehrsverbund,8.47013396676645,47.4306159642515,zürcher_verkehrsverbund,3.0,gen:23026:3501:1:51,"Regensdorf, Zentrum Ost",,,transit
gen:23026:3504:1:50_zürcher_verkehrsverbund,8.60024595253643,47.416825567379504,zürcher_verkehrsverbund,3.0,gen:23026:3504:1:50,"Wallisellen, Guyer-Weg",,,transit
gen:23026:3521:1:50_zürcher_verkehrsverbund,8.620736524170049,47.421864434426496,zürcher_verkehrsverbund,3.0,gen:23026:3521:1:50,"Dietlikon, Bahnhof/Bad",,,transit
gen:23026:3521:1:51_zürcher_verkehrsverbund,8.620637709488781,47.421736797185496,zürcher_verkehrsverbund,3.0,gen:23026:3521:1:51,"Dietlikon, Bahnhof/Bad",,,transit
gen:23026:3522:1:50_zürcher_verkehrsverbund,8.53424672860298,47.3551165991508,zürcher_verkehrsverbund,3.0,gen:23026:3522:1:50,"Zürich, Sukkulentensammlung",,,transit
gen:23026:3522:1:51_zürcher_verkehrsverbund,8.53423774545014,47.354739286981605,zürcher_verkehrsverbund,3.0,gen:23026:3522:1:51,"Zürich, Sukkulentensammlung",,,transit
gen:23026:3532:1:50_zürcher_verkehrsverbund,8.56558894887028,47.428106125689204,zürcher_verkehrsverbund,3.0,gen:23026:3532:1:50,"Glattbrugg, Lättenwiesen",,,transit
gen:23026:3532:1:51_zürcher_verkehrsverbund,8.5656787803987,47.4281668980126,zürcher_verkehrsverbund,3.0,gen:23026:3532:1:51,"Glattbrugg, Lättenwiesen",,,transit
gen:23026:3560:1:50_zürcher_verkehrsverbund,8.59583522449079,47.404338769671,zürcher_verkehrsverbund,3.0,gen:23026:3560:1:50,"D'dorf, Sportanl Heerenschürli",,,transit
gen:23026:3560:1:51_zürcher_verkehrsverbund,8.59550284783562,47.404648847714796,zürcher_verkehrsverbund,3.0,gen:23026:3560:1:51,"D'dorf, Sportanl Heerenschürli",,,transit
gen:23026:3566:1:20_zürcher_verkehrsverbund,8.496688166568719,47.40950649877811,zürcher_verkehrsverbund,3.0,gen:23026:3566:1:20,"Zürich, Schützenhaus Höngg",,,transit
