,u,v,geometry,highway,lanes,length,name,oneway,maxspeed
15,178099265,178099262,"LINESTRING (-107.8159391006629 37.93758477476198, -107.8161124006619 37.93716287476727, -107.8161891006615 37.93696717476966)",residential,,72.09100000000001,South Townsend Street,False,
16,178060354,178108978,"LINESTRING (-107.8214586006551 37.94230867478457, -107.8210915006561 37.94245797477934)",residential,,36.22,Old Brewery Road,False,
17,178060354,178060369,"LINESTRING (-107.8214586006551 37.94230867478457, -107.8215993006548 37.94245757478491, -107.8216899006547 37.94255397478514, -107.822075600654 37.94274087478787, -107.8226509006528 37.94291917479276, -107.8230702006519 37.94299517479674)",residential,,165.621,Butcher Creek Drive,False,
18,178060354,3224169508,"LINESTRING (-107.8214586006551 37.94230867478457, -107.8214181006549 37.94214577478544, -107.8211661006554 37.9419924747839, -107.8209062006559 37.9419138747817, -107.8208684006559 37.94184947478178, -107.8208138006556 37.94146787478426, -107.8208311006554 37.94137937478515, -107.8208844006552 37.9412707747866)",residential,,144.276,"['Butcher Creek Drive', 'Mahoney Drive']",False,
19,178099267,178099265,"LINESTRING (-107.8155971006647 37.93839817475168, -107.8157902006637 37.93795707475734, -107.8159391006629 37.93758477476198)",residential,,95.298,South Townsend Street,False,
20,178099267,178102350,"LINESTRING (-107.8155971006647 37.93839817475168, -107.8157146006645 37.93842927475271, -107.8165804006626 37.93865047476044, -107.8173890006608 37.93885707476765, -107.8174517006607 37.93887307476822)",primary,4,170.999,West Colorado Avenue,False,
21,178099267,178099759,"LINESTRING (-107.8155971006647 37.93839817475168, -107.815492800665 37.93837217475074, -107.8138342006685 37.93794087473601, -107.8137451006687 37.93791767473521)",primary,4,170.978,West Colorado Avenue,False,
22,178099267,178103724,"LINESTRING (-107.8155971006647 37.93839817475168, -107.8154123006657 37.93882327474622, -107.8152298006667 37.93921757474106)",residential,,96.644,North Townsend Street,False,
23,178102346,178094055,"LINESTRING (-107.811758100673 37.93740407471754, -107.8118507006728 37.93742797471837, -107.8127239006709 37.93765287472615, -107.8127714006708 37.9376650747266)",primary,4,93.483,West Colorado Avenue,False,
24,178102346,178099400,"LINESTRING (-107.811758100673 37.93740407471754, -107.8116960006732 37.937387774717, -107.810865500675 37.93716967470962, -107.8107704006752 37.93714467470878)",primary,4,91.29599999999999,West Colorado Avenue,False,
25,178102346,178103533,"LINESTRING (-107.811758100673 37.93740407471754, -107.8115790006741 37.93786077471191, -107.8114315006749 37.93822727470736)",residential,,95.913,North Fir Street,False,
26,178102346,178104980,"LINESTRING (-107.811758100673 37.93740407471754, -107.811944700672 37.93694327472329, -107.8120928006712 37.93659637472771)",residential,2,94.49,South Fir Street,True,
27,178102350,178095027,"LINESTRING (-107.8174517006607 37.93887307476822, -107.8175363006605 37.93889817476894, -107.8178916006598 37.93900367477199, -107.8181832006592 37.93912517477421, -107.818253400659 37.9391597747747)",primary,"['4', '2']",77.403,West Colorado Avenue,False,15 mph
28,178102350,178099267,"LINESTRING (-107.8174517006607 37.93887307476822, -107.8173890006608 37.93885707476765, -107.8165804006626 37.93865047476044, -107.8157146006645 37.93842927475271, -107.8155971006647 37.93839817475168)",primary,4,170.999,West Colorado Avenue,False,
29,178102350,178087091,"LINESTRING (-107.8174517006607 37.93887307476822, -107.8174110006609 37.93897937476693, -107.8172992006615 37.93924257476357, -107.8172711006617 37.93927667476301)",residential,,47.733999999999995,North Davis Street,False,
30,178102350,178105644,"LINESTRING (-107.8174517006607 37.93887307476822, -107.8176381006597 37.93844767477367, -107.8178045006588 37.93805377477867)",residential,,96.214,South Davis Street,False,
31,178060369,178060354,"LINESTRING (-107.8230702006519 37.94299517479674, -107.8226509006528 37.94291917479276, -107.822075600654 37.94274087478787, -107.8216899006547 37.94255397478514, -107.8215993006548 37.94245757478491, -107.8214586006551 37.94230867478457)",residential,,165.621,Butcher Creek Drive,False,
32,178104408,178095667,"LINESTRING (-107.8066945006864 37.93797227465742, -107.8071359006854 37.93806207466157)",residential,,39.977,East Galena Avenue,False,
33,178099188,178106599,"LINESTRING (-107.8212719006527 37.94008037480042, -107.820453000654 37.93944137479658)",residential,,101.024,Smuggler Avenue,False,
34,178099188,178099190,"LINESTRING (-107.8212719006527 37.94008037480042, -107.8211403006538 37.94072167479383)",residential,,72.237,Mahoney Drive,False,
35,178099188,178099184,"LINESTRING (-107.8212719006527 37.94008037480042, -107.8213583006521 37.93977747480383, -107.82161860065 37.93856137481643, -107.8216434006497 37.93844577481764)",residential,,184.698,Mahoney Drive,False,
36,178099190,178105176,"LINESTRING (-107.8211403006538 37.94072167479383, -107.8201864006554 37.94003047478892)",residential,,113.599,Prospect Avenue,False,
37,178099190,1466047479,"LINESTRING (-107.8211403006538 37.94072167479383, -107.821109300654 37.94082547479265)",residential,,11.858,Mahoney Drive,False,
38,178099190,178099188,"LINESTRING (-107.8211403006538 37.94072167479383, -107.8212719006527 37.94008037480042)",residential,,72.237,Mahoney Drive,False,
39,178107523,4179285548,"LINESTRING (-107.8078392006815 37.93638077468279, -107.8074994006823 37.93628907467977)",secondary,2,31.496,East Colorado Avenue,False,
40,178107523,178095696,"LINESTRING (-107.8078392006815 37.93638077468279, -107.8076278006827 37.93685917467661, -107.8074673006835 37.93722117467195)",residential,,98.977,North Alder Street,False,
41,178107523,178103090,"LINESTRING (-107.8078392006815 37.93638077468279, -107.8079104006814 37.9364002746834, -107.8087045006797 37.93661767469036, -107.8088071006795 37.93664337469129)",primary,4,89.769,East Colorado Avenue,False,
42,178099335,178103730,"LINESTRING (-107.8146912006695 37.94039377472569, -107.8148615006686 37.94000457473073)",residential,,45.781,North Townsend Street,False,
43,178099335,178102882,"LINESTRING (-107.8146912006695 37.94039377472569, -107.815840700667 37.94071987473568, -107.8160897006665 37.94078287473796, -107.8166633006653 37.94093407474299)",residential,,183.096,Curtis Drive,False,
44,178099335,178103733,"LINESTRING (-107.8146912006695 37.94039377472569, -107.8146526006697 37.9404939747245, -107.8146401006698 37.94055247472386)",residential,,18.242,North Townsend Street,False,
45,1466047479,178099190,"LINESTRING (-107.821109300654 37.94082547479265, -107.8211403006538 37.94072167479383)",residential,,11.858,Mahoney Drive,False,
46,1466047479,3224169486,"LINESTRING (-107.821109300654 37.94082547479265, -107.8210629006542 37.9408579747919, -107.8209671006546 37.94100597478968, -107.8209251006548 37.94106867478867)",residential,,31.804000000000002,Mahoney Drive,True,
47,178087091,178102350,"LINESTRING (-107.8172711006617 37.93927667476301, -107.8172992006615 37.93924257476357, -107.8174110006609 37.93897937476693, -107.8174517006607 37.93887307476822)",residential,,47.734,North Davis Street,False,
48,1466047480,3224169466,"LINESTRING (-107.8204733006557 37.94085887478542, -107.8204916006557 37.94092997478504, -107.8207062006554 37.94109707478607, -107.8208106006552 37.94120377478634)",primary,2,49.49900000000001,West Colorado Avenue,True,
49,1466047480,178095027,"LINESTRING (-107.8204733006557 37.94085887478542, -107.8194904006571 37.94004907478111, -107.8186459006584 37.93939637477711, -107.818253400659 37.9391597747747)",primary,2,271.66499999999996,West Colorado Avenue,False,15 mph
50,178097342,178097346,"LINESTRING (-107.8237496006439 37.93790017484513, -107.8236309006443 37.9380415748427, -107.8235533006447 37.93821627484044)",residential,,39.44,Cooskin Court,False,
51,178097342,178098180,"LINESTRING (-107.8237496006439 37.93790017484513, -107.8243977006425 37.93818027485, -107.8249882006413 37.93834197485517, -107.8256578006398 37.93853737486096, -107.8262506006386 37.93870727486608, -107.8270681006372 37.93918847487119, -107.827759500636 37.93964657487509)",residential,,406.20200000000006,West Black Bear Road,False,
52,178097342,178099184,"LINESTRING (-107.8237496006439 37.93790017484513, -107.8236031006441 37.93782267484416, -107.8224334006466 37.93748687483399, -107.8222867006469 37.93746677483256, -107.8221848006472 37.93753017483093, -107.8220513006479 37.93777187482752, -107.8219688006482 37.93789117482565, -107.821799700649 37.93813897482182, -107.8217429006492 37.93821117482062, -107.8217271006492 37.93823127482028, -107.8216647006496 37.93837337481845, -107.8216434006497 37.93844577481764)",residential,,261.85400000000004,"['Black Bear Road', 'Mahoney Drive']",False,
53,178097346,178097342,"LINESTRING (-107.8235533006447 37.93821627484044, -107.8236309006443 37.9380415748427, -107.8237496006439 37.93790017484513)",residential,,39.44,Cooskin Court,False,
54,178097352,178097369,"LINESTRING (-107.8114413006715 37.93551407472925, -107.8111022006733 37.9363382747189)",residential,,96.351,South Pine Street,False,
55,178097352,178097354,"LINESTRING (-107.8114413006715 37.93551407472925, -107.8119208006704 37.93564017473351, -107.8124400006693 37.93577187473814)",residential,2,92.159,West San Juan Avenue,False,
56,178097352,178102160,"LINESTRING (-107.8114413006715 37.93551407472925, -107.8115433006709 37.93526627473237, -107.8116917006701 37.93490617473689, -107.8117730006696 37.93470797473937)",residential,,94.23700000000001,South Pine Street,False,
57,178099400,178095704,"LINESTRING (-107.8107704006752 37.93714467470878, -107.8105834006762 37.93760467470305, -107.8104302006771 37.9379737746984)",residential,,96.899,North Pine Street,False,
58,178099400,178102346,"LINESTRING (-107.8107704006752 37.93714467470878, -107.810865500675 37.93716967470962, -107.8116960006732 37.937387774717, -107.811758100673 37.93740407471754)",primary,4,91.29599999999999,West Colorado Avenue,False,
59,178099400,178097369,"LINESTRING (-107.8107704006752 37.93714467470878, -107.8109565006741 37.93669237471445, -107.8111022006733 37.9363382747189)",residential,,94.271,South Pine Street,False,
60,178099400,178103090,"LINESTRING (-107.8107704006752 37.93714467470878, -107.8107056006753 37.9371286747082, -107.8098230006772 37.93690497470033, -107.8088862006793 37.93666377469197, -107.8088071006795 37.93664337469129)",primary,4,180.977,East Colorado Avenue,False,
61,178097354,178104980,"LINESTRING (-107.8124400006693 37.93577187473814, -107.8120928006712 37.93659637472771)",residential,2,96.605,South Fir Street,False,
62,178097354,178104973,"LINESTRING (-107.8124400006693 37.93577187473814, -107.8126259006683 37.93533037474372)",residential,2,51.729,South Fir Street,False,
63,178097354,178095059,"LINESTRING (-107.8124400006693 37.93577187473814, -107.8129343006682 37.93590777474246, -107.8134215006672 37.9360448747467)",residential,2,91.273,West San Juan Avenue,False,
64,178097354,178097352,"LINESTRING (-107.8124400006693 37.93577187473814, -107.8119208006704 37.93564017473351, -107.8114413006715 37.93551407472925)",residential,2,92.159,West San Juan Avenue,False,
65,178099403,178095673,"LINESTRING (-107.8098729006802 37.93934807468123, -107.8101169006789 37.93879397468838)",residential,,65.223,North Pine Street,False,
66,178099403,178101584,"LINESTRING (-107.8098729006802 37.93934807468123, -107.8093831006813 37.93921817467691, -107.8088596006825 37.93916257467162)",residential,,91.64,East Gregory Avenue,False,
67,178099403,178103537,"LINESTRING (-107.8098729006802 37.93934807468123, -107.8103701006791 37.93948977468554, -107.8108470006782 37.93963597468964)",residential,,91.232,West Gregory Avenue,False,
68,178097358,2389001704,"LINESTRING (-107.8143516006652 37.93631697475472, -107.8143647006652 37.93633847475472, -107.8143700006652 37.9363606747546, -107.8143700006652 37.93638447475438, -107.8143632006653 37.93640717475413)",residential,,10.404,South Aspen Street,False,
69,178097358,178095059,"LINESTRING (-107.8143516006652 37.93631697475472, -107.813538100667 37.93609057474762, -107.8134215006672 37.9360448747467)",residential,1,87.074,West San Juan Avenue,True,
70,178097363,178097365,"LINESTRING (-107.8086488006787 37.93570727469706, -107.8091268006776 37.93583077470129)",residential,,44.112,East Pacific Avenue,False,
71,178097365,178097363,"LINESTRING (-107.8091268006776 37.93583077470129, -107.8086488006787 37.93570727469706)",residential,,44.112,East Pacific Avenue,False,
72,178097365,178103112,"LINESTRING (-107.8091268006776 37.93583077470129, -107.8093238006766 37.93536257470724)",residential,,54.853,South Willow Street,False,
73,178097365,178097367,"LINESTRING (-107.8091268006776 37.93583077470129, -107.8096203006766 37.93595097470576, -107.8101233006755 37.93607877471025)",residential,,91.64099999999999,East Pacific Avenue,False,
74,178097365,178103090,"LINESTRING (-107.8091268006776 37.93583077470129, -107.8089905006784 37.93619327469689, -107.8088071006795 37.93664337469129)",residential,,94.613,South Willow Street,False,
75,178097367,178101652,"LINESTRING (-107.8101233006755 37.93607877471025, -107.8103742006741 37.93546757471793)",residential,,71.436,South Spruce Street,False,
76,178097367,178091338,"LINESTRING (-107.8101233006755 37.93607877471025, -107.8099743006763 37.9364420747057)",residential,,42.458,South Spruce Street,False,
77,178097367,178097369,"LINESTRING (-107.8101233006755 37.93607877471025, -107.8105968006744 37.93620107471447, -107.8106275006744 37.93620987471474, -107.8111022006733 37.9363382747189)",residential,,90.572,East Pacific Avenue,False,
78,178097367,178097365,"LINESTRING (-107.8101233006755 37.93607877471025, -107.8096203006766 37.93595097470576, -107.8091268006776 37.93583077470129)",residential,,91.64099999999999,East Pacific Avenue,False,
79,178097369,178097352,"LINESTRING (-107.8111022006733 37.9363382747189, -107.8114413006715 37.93551407472925)",residential,,96.351,South Pine Street,False,
80,178097369,178097367,"LINESTRING (-107.8111022006733 37.9363382747189, -107.8106275006744 37.93620987471474, -107.8105968006744 37.93620107471447, -107.8101233006755 37.93607877471025)",residential,,90.572,East Pacific Avenue,False,
81,178097369,178104980,"LINESTRING (-107.8111022006733 37.9363382747189, -107.8115964006723 37.93646597472332, -107.8120928006712 37.93659637472771)",residential,2,91.493,West Pacific Avenue,False,
82,178097369,178099400,"LINESTRING (-107.8111022006733 37.9363382747189, -107.8109565006741 37.93669237471445, -107.8107704006752 37.93714467470878)",residential,,94.271,South Pine Street,False,
83,2107376862,2107376862,"LINESTRING (-107.8053276006856 37.93461147466941, -107.8052394006857 37.93456787466879, -107.8051850006858 37.93453897466843, -107.8051406006859 37.93451617466813, -107.805105100686 37.93448117466802, -107.8050951006859 37.93443907466824, -107.8050984006858 37.93436207466891, -107.8051639006856 37.93432177466997, -107.8052283006855 37.93431647467072, -107.8053003006853 37.9343263746714, -107.8053471006852 37.93436557467159, -107.8053727006852 37.93442337467145, -107.8053738006853 37.93449167467088, -107.8053516006854 37.93455117467018, -107.8053276006856 37.93461147466941)",residential,,91.53200000000001,North Maple Street,False,
84,2107376862,2107376862,"LINESTRING (-107.8053276006856 37.93461147466941, -107.8053516006854 37.93455117467018, -107.8053738006853 37.93449167467088, -107.8053727006852 37.93442337467145, -107.8053471006852 37.93436557467159, -107.8053003006853 37.9343263746714, -107.8052283006855 37.93431647467072, -107.8051639006856 37.93432177466997, -107.8050984006858 37.93436207466891, -107.8050951006859 37.93443907466824, -107.805105100686 37.93448117466802, -107.8051406006859 37.93451617466813, -107.8051850006858 37.93453897466843, -107.8052394006857 37.93456787466879, -107.8053276006856 37.93461147466941)",residential,,91.532,North Maple Street,False,
85,2107376862,178108960,"LINESTRING (-107.8053276006856 37.93461147466941, -107.8054150006856 37.93477757466906, -107.8056128006853 37.93494327466988, -107.8060028006844 37.93504927467331, -107.8061131006843 37.93510497467409, -107.8064715006834 37.93518907467734, -107.806670300683 37.93522517467924, -107.8068320006827 37.93531797468024, -107.8069445006826 37.93543597468054, -107.8069893006827 37.93561297467961, -107.806965300683 37.93578557467796, -107.8068761006835 37.93599357467533, -107.8068597006835 37.93602917467484, -107.8068262006837 37.93610737467385)",residential,,254.78799999999995,North Maple Street,False,
86,178106599,178099188,"LINESTRING (-107.820453000654 37.93944137479658, -107.8212719006527 37.94008037480042)",residential,,101.024,Smuggler Avenue,False,
87,178105578,178095692,"LINESTRING (-107.8058561006859 37.93585957466519, -107.8056997006867 37.9362442746604, -107.8056429006869 37.93634417465898, -107.8054697006878 37.93670447465419)",residential,,99.942,Hemlock Street,False,
88,178105578,178108960,"LINESTRING (-107.8058561006859 37.93585957466519, -107.8059454006856 37.93588407466596, -107.8068262006837 37.93610737467385)",secondary,2,89.43,East Colorado Avenue,False,
89,178105578,178095771,"LINESTRING (-107.8058561006859 37.93585957466519, -107.8049530006878 37.93562667465716, -107.804838600688 37.9356020746561)",secondary,2,93.727,East Colorado Avenue,False,
90,178103533,178103535,"LINESTRING (-107.8114315006749 37.93822727470736, -107.8110986006767 37.93904347469714)",residential,,95.337,North Fir Street,False,
91,178103533,178102346,"LINESTRING (-107.8114315006749 37.93822727470736, -107.8115790006741 37.93786077471191, -107.811758100673 37.93740407471754)",residential,,95.913,North Fir Street,False,
92,178103533,178094057,"LINESTRING (-107.8114315006749 37.93822727470736, -107.8119392006738 37.93835567471189, -107.8124074006728 37.93847677471604)",residential,2,89.96799999999999,West Columbia Avenue,False,15 mph
93,178103533,178095704,"LINESTRING (-107.8114315006749 37.93822727470736, -107.810930600676 37.93810017470288, -107.8104302006771 37.9379737746984)",residential,2,92.224,West Columbia Avenue,False,15 mph
94,178103535,178103537,"LINESTRING (-107.8110986006767 37.93904347469714, -107.8108470006782 37.93963597468964)",residential,,69.48,North Fir Street,False,
95,178103535,178103533,"LINESTRING (-107.8110986006767 37.93904347469714, -107.8114315006749 37.93822727470736)",residential,,95.337,North Fir Street,False,
96,178103535,178094059,"LINESTRING (-107.8110986006767 37.93904347469714, -107.8115941006756 37.9391672747016, -107.8120908006746 37.93928937470604)",residential,,91.207,West Galena Avenue,False,
97,178103535,178095673,"LINESTRING (-107.8110986006767 37.93904347469714, -107.8106023006778 37.93891737469271, -107.8101169006789 37.93879397468838)",residential,,90.44999999999999,West Galena Avenue,False,
98,178103537,178103535,"LINESTRING (-107.8108470006782 37.93963597468964, -107.8110986006767 37.93904347469714)",residential,,69.48,North Fir Street,False,
99,178103537,178094061,"LINESTRING (-107.8108470006782 37.93963597468964, -107.811350700677 37.93977487469403, -107.811821900676 37.93991267469811)",residential,,90.865,West Gregory Avenue,False,
100,178103537,178099403,"LINESTRING (-107.8108470006782 37.93963597468964, -107.8103701006791 37.93948977468554, -107.8098729006802 37.93934807468123)",residential,,91.232,West Gregory Avenue,False,
101,178109688,178099784,"LINESTRING (-107.8182198006601 37.93996807476785, -107.8179095006609 37.93988477476512)",residential,2,28.745,West Columbia Avenue,False,15 mph
102,178097410,178097412,"LINESTRING (-107.8175044006629 37.94070077475409, -107.8173103006638 37.94108907474885)",residential,,46.411,Redcliff,False,
103,178097410,178107006,"LINESTRING (-107.8175044006629 37.94070077475409, -107.8183152006611 37.94092017476124, -107.8187639006604 37.94128217476327)",residential,,131.461,Galena Street,False,
104,178097410,178104018,"LINESTRING (-107.8175044006629 37.94070077475409, -107.8171118006637 37.94060707475057, -107.8167657006644 37.94049137474768)",residential,,68.936,Galena Street,False,
105,178097412,178097410,"LINESTRING (-107.8173103006638 37.94108907474885, -107.8175044006629 37.94070077475409)",residential,,46.411,Redcliff,False,
106,3224175885,178108354,"LINESTRING (-107.8010191006969 37.93508027461838, -107.8011465006966 37.93507327461985, -107.8017400006951 37.93506777462638, -107.8023565006936 37.93509097463298, -107.802605300693 37.9351023746356, -107.8028520006924 37.93513607463805)",secondary,2,161.198,East Colorado Avenue,False,
107,3224175886,4179285548,"LINESTRING (-107.8069522006834 37.93614137467495, -107.8074994006823 37.93628907467977)",secondary,2,50.721,East Colorado Avenue,False,
108,3224175886,4179285548,"LINESTRING (-107.8069522006834 37.93614137467495, -107.8071562006829 37.93605647467788, -107.8074620006822 37.93613267468062, -107.8074994006823 37.93628907467977)",unclassified,,66.05199999999999,Bus Turnaround,False,
109,3224175886,178108960,"LINESTRING (-107.8069522006834 37.93614137467495, -107.8068262006837 37.93610737467385)",secondary,2,11.679,East Colorado Avenue,False,
110,178101533,178101535,"LINESTRING (-107.8150356006676 37.93961257473578, -107.816281300665 37.93993857474683)",residential,,115.099,Galena Alley,False,
111,178101533,178103730,"LINESTRING (-107.8150356006676 37.93961257473578, -107.8148615006686 37.94000457473073)",residential,,46.185,North Townsend Street,False,
112,178101533,178103724,"LINESTRING (-107.8150356006676 37.93961257473578, -107.8152298006667 37.93921757474106)",residential,,47.108,North Townsend Street,False,
113,178101535,178101533,"LINESTRING (-107.816281300665 37.93993857474683, -107.8150356006676 37.93961257473578)",residential,,115.099,Galena Alley,False,
114,178105643,178099265,"LINESTRING (-107.8140747006669 37.93709867474541, -107.8159391006629 37.93758477476198)",residential,2,172.206,West Pacific Avenue,False,
115,178105643,178095064,"LINESTRING (-107.8140747006669 37.93709867474541, -107.8130897006691 37.93684817473662)",residential,2,90.763,West Pacific Avenue,False,
116,178105643,178099759,"LINESTRING (-107.8140747006669 37.93709867474541, -107.8139288006677 37.93747847474078, -107.8137451006687 37.93791767473521)",residential,,95.553,South Aspen Street,False,
117,178105643,2389001704,"LINESTRING (-107.8140747006669 37.93709867474541, -107.8142524006659 37.9366824747507, -107.8143632006653 37.93640717475413)",residential,,80.94999999999999,South Aspen Street,False,
118,178105644,178099265,"LINESTRING (-107.8178045006588 37.93805377477867, -107.8159391006629 37.93758477476198)",residential,2,171.702,West Pacific Avenue,False,
119,178105644,178102350,"LINESTRING (-107.8178045006588 37.93805377477867, -107.8176381006597 37.93844767477367, -107.8174517006607 37.93887307476822)",residential,,96.214,South Davis Street,False,
120,178105644,178110394,"LINESTRING (-107.8178045006588 37.93805377477867, -107.8179673006579 37.93762667478389, -107.8176515006585 37.93754557478106, -107.8177802006578 37.93723417478498, -107.8177898006578 37.93721137478529, -107.8178699006573 37.93702297478767, -107.8179555006569 37.9368617747899)",residential,,159.33599999999998,South Davis Street,False,
121,178091338,178097367,"LINESTRING (-107.8099743006763 37.9364420747057, -107.8101233006755 37.93607877471025)",residential,,42.458,South Spruce Street,False,
122,178101584,178095671,"LINESTRING (-107.8088596006825 37.93916257467162, -107.8090975006811 37.93853687467925)",residential,,72.635,North Spruce Street,False,
123,178101584,178099403,"LINESTRING (-107.8088596006825 37.93916257467162, -107.8093831006813 37.93921817467691, -107.8098729006802 37.93934807468123)",residential,,91.64,East Gregory Avenue,False,
124,178101584,178103094,"LINESTRING (-107.8088596006825 37.93916257467162, -107.8083370006837 37.9391230746662, -107.807802200685 37.93909077466059)",residential,,93.077,East Gregory Avenue,False,
125,178093434,178094061,"LINESTRING (-107.8117376006764 37.94007187469589, -107.811821900676 37.93991267469811)",residential,,19.184,North Oak Street,False,
126,2389002626,178099262,"LINESTRING (-107.8169582006601 37.93737317477486, -107.8170045006598 37.93726117477626, -107.8169955006597 37.93720727477659, -107.8169292006599 37.9371645747762, -107.8161891006615 37.93696717476966)",residential,,95.167,Depot Avenue,False,
127,178109835,178103094,"LINESTRING (-107.8072322006864 37.93906197465456, -107.807802200685 37.93909077466059)",residential,,50.089,East Gregory Avenue,False,
128,178101652,178097367,"LINESTRING (-107.8103742006741 37.93546757471793, -107.8101233006755 37.93607877471025)",residential,,71.436,South Spruce Street,False,
129,178103724,178101533,"LINESTRING (-107.8152298006667 37.93921757474106, -107.8150356006676 37.93961257473578)",residential,,47.108,North Townsend Street,False,
130,178103724,178099761,"LINESTRING (-107.8152298006667 37.93921757474106, -107.8134121006706 37.93872607472507)",residential,2,168.513,West Columbia Avenue,False,15 mph
131,178103724,178099267,"LINESTRING (-107.8152298006667 37.93921757474106, -107.8154123006657 37.93882327474622, -107.8155971006647 37.93839817475168)",residential,,96.644,North Townsend Street,False,
132,178103724,178104016,"LINESTRING (-107.8152298006667 37.93921757474106, -107.8166844006635 37.93959117475401, -107.8171285006625 37.93969697475804)",residential,2,174.839,West Columbia Avenue,False,15 mph
133,178103730,178099335,"LINESTRING (-107.8148615006686 37.94000457473073, -107.8146912006695 37.94039377472569)",residential,,45.781,North Townsend Street,False,
134,178103730,178101533,"LINESTRING (-107.8148615006686 37.94000457473073, -107.8150356006676 37.93961257473578)",residential,,46.185,North Townsend Street,False,
135,178103730,178099763,"LINESTRING (-107.8148615006686 37.94000457473073, -107.8130925006724 37.93952597471515)",residential,,164.007,West Galena Avenue,False,
136,178103733,178099335,"LINESTRING (-107.8146401006698 37.94055247472386, -107.8146526006697 37.9404939747245, -107.8146912006695 37.94039377472569)",residential,,18.242,North Townsend Street,False,
137,2107341255,178095702,"LINESTRING (-107.809667800678 37.93719067469635, -107.8095961006784 37.93735817469419, -107.8094311006792 37.93773517468936)",residential,,64.006,North Spruce Street,False,
138,2107341264,178104018,"LINESTRING (-107.8156184006673 37.94051547473489, -107.8156938006669 37.94034827473707, -107.8158880006664 37.94031047473951, -107.8161064006659 37.9403484747416, -107.8162958006654 37.9403716747435, -107.8167657006644 37.94049137474768)",residential,,116.999,West Galena Avenue,False,
139,178099667,178095684,"LINESTRING (-107.8023515006952 37.93637757462258, -107.8025240006942 37.93595147462792)",residential,,49.737,Columbine Drive,False,
140,178099667,178099679,"LINESTRING (-107.8023515006952 37.93637757462258, -107.8023727006952 37.93638207462278, -107.8024194006951 37.93639197462322, -107.8025021006949 37.93641167462397, -107.8025682006948 37.93644967462437, -107.8026351006947 37.93649437462477, -107.8027953006944 37.93659107462572, -107.8029162006941 37.93664757462661, -107.8032614006934 37.93669057463005, -107.8035685006926 37.93668907463343, -107.8041627006912 37.9368180746389, -107.8043449006909 37.93688507464039, -107.8045047006906 37.93695267464159, -107.8048362006898 37.93704747464445, -107.8052406006889 37.93707727464867, -107.8063109006866 37.93734917465823)",residential,,368.93999999999994,East Pandora Avenue,False,
141,178099667,4407089927,"LINESTRING (-107.8023515006952 37.93637757462258, -107.8023067006953 37.93636767462218, -107.8022269006955 37.93634597462147, -107.802017000696 37.93628987461963, -107.801978100696 37.9362866746192, -107.8019399006961 37.93629257461874, -107.8019124006962 37.93630097461837, -107.8018869006963 37.93631267461801, -107.8018668006964 37.93632797461765, -107.8018480006965 37.93635067461727, -107.8017930006967 37.9364844746156, -107.8017877006968 37.9365141746153, -107.8017883006968 37.93651997461529)",residential,,68.02300000000001,"['Primrose Lane', 'East Pandora Avenue']",False,
142,178099679,178099680,"LINESTRING (-107.8063109006866 37.93734917465823, -107.8073044006844 37.93760717466705)",residential,,91.729,East Pandora Avenue,False,
143,178099679,178095694,"LINESTRING (-107.8063109006866 37.93734917465823, -107.8064862006856 37.93696677466319)",residential,,45.215,North Maple Street,False,
144,178099679,178099667,"LINESTRING (-107.8063109006866 37.93734917465823, -107.8052406006889 37.93707727464867, -107.8048362006898 37.93704747464445, -107.8045047006906 37.93695267464159, -107.8043449006909 37.93688507464039, -107.8041627006912 37.9368180746389, -107.8035685006926 37.93668907463343, -107.8032614006934 37.93669057463005, -107.8029162006941 37.93664757462661, -107.8027953006944 37.93659107462572, -107.8026351006947 37.93649437462477, -107.8025682006948 37.93644967462437, -107.8025021006949 37.93641167462397, -107.8024194006951 37.93639197462322, -107.8023727006952 37.93638207462278, -107.8023515006952 37.93637757462258)",residential,,368.94000000000005,East Pandora Avenue,False,
145,178099680,178099679,"LINESTRING (-107.8073044006844 37.93760717466705, -107.8063109006866 37.93734917465823)",residential,,91.729,East Pandora Avenue,False,
146,178099680,178095696,"LINESTRING (-107.8073044006844 37.93760717466705, -107.8074673006835 37.93722117467195)",residential,,45.236,North Alder Street,False,
147,178099680,178095667,"LINESTRING (-107.8073044006844 37.93760717466705, -107.8071848006851 37.93793267466312, -107.8071359006854 37.93806207466157)",residential,,52.697,"['North Alder Street', 'East Galena Avenue']",False,
148,2389001704,178105643,"LINESTRING (-107.8143632006653 37.93640717475413, -107.8142524006659 37.9366824747507, -107.8140747006669 37.93709867474541)",residential,,80.94999999999999,South Aspen Street,False,
149,2389001704,178097358,"LINESTRING (-107.8143632006653 37.93640717475413, -107.8143700006652 37.93638447475438, -107.8143700006652 37.9363606747546, -107.8143647006652 37.93633847475472, -107.8143516006652 37.93631697475472)",residential,,10.404,South Aspen Street,False,
150,2389001704,178099262,"LINESTRING (-107.8143632006653 37.93640717475413, -107.8149949006639 37.93656887475976, -107.8157968006622 37.93676757476696, -107.8158617006621 37.93680117476742, -107.815907600662 37.93684357476758, -107.815940100662 37.93688597476758, -107.8159849006619 37.93691417476786, -107.8161891006615 37.93696717476966)",residential,,174.35500000000002,Depot Avenue,False,
