,Chicago,Zurich
0,"https://data.cityofchicago.org/Transportation/CTA-Ridership-Daily-Boarding-Totals/6iiy-9s97, https://data.cityofchicago.org/Transportation/Taxi-Trips/wrvz-psew, https://data.cityofchicago.org/Transportation/Transportation-Network-Providers-Trips/m6dm-c72p",https://zenodo.org/record/3834830#.Xs6WXRMzbOQ
